collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade
4243457,105883,98,Western Kentucky,Conference USA,Atlanta,2022,82,3,18,DeAngelo Malone,Outside Linebacker,75.0,243.0,70.0,5.0,79.0
4426340,105543,61,Georgia,SEC,Philadelphia,2022,83,3,19,Nakobe Dean,Inside Linebacker,71.0,229.0,19.0,1.0,91.0
4426359,105541,245,Texas A&M,SEC,Pittsburgh,2022,84,3,20,DeMarvin Leal,Defensive End,76.0,283.0,59.0,9.0,83.0
4241720,105882,248,Houston,American Athletic,New England,2022,85,3,21,Marcus Jones,Cornerback,68.0,174.0,91.0,12.0,73.0
4242512,105538,2335,Liberty,FBS Independents,Tennessee,2022,86,3,22,Malik Willis,Quarterback,73.0,219.0,21.0,1.0,90.0
4361510,105584,21,San Diego State,Mountain West,Arizona,2022,87,3,23,Cameron Thomas,Defensive End,76.0,267.0,66.0,10.0,79.0
4249417,105614,6,South Alabama,Sun Belt,Dallas,2022,88,3,24,Jalen Tolbert,Wide Receiver,73.0,194.0,74.0,12.0,79.0
4259166,106038,239,Baylor,Big 12,Buffalo,2022,89,3,25,Terrel Bernard,Inside Linebacker,73.0,224.0,145.0,13.0,62.0
4243375,105770,235,Memphis,American Athletic,Las Vegas,2022,90,3,26,Dylan Parham,Offensive Guard,75.0,311.0,95.0,5.0,72.0
4697815,105717,9,Arizona State,Pac-12,Tampa Bay,2022,91,3,27,Rachaad White,Running Back,72.0,214.0,135.0,10.0,64.0
4426411,105595,26,UCLA,Pac-12,Green Bay,2022,92,3,28,Sean Rhyan,Offensive Guard,77.0,321.0,83.0,4.0,76.0
4426475,106118,99,LSU,SEC,San Francisco,2022,93,3,29,Tyrion Davis-Price,Running Back,72.0,211.0,175.0,14.0,58.0
4362874,105552,145,Ole Miss,SEC,Carolina,2022,94,3,30,Matt Corral,Quarterback,74.0,212.0,47.0,4.0,86.0
4240619,105644,57,Florida,SEC,Cincinnati,2022,95,3,31,Zachary Carter,Defensive Tackle,76.0,282.0,115.0,6.0,70.0
4426403,106137,120,Maryland,Big Ten,Indianapolis,2022,96,3,32,Nick Cross,Safety,72.0,212.0,75.0,7.0,78.0
4360383,105981,356,Illinois,Big Ten,Detroit,2022,97,3,33,Kerby Joseph,Safety,73.0,203.0,73.0,6.0,79.0
4241474,105694,333,Alabama,SEC,Washington,2022,98,3,34,Brian Robinson Jr.,Running Back,74.0,225.0,93.0,5.0,73.0
4570409,105594,2509,Purdue,Big Ten,Cleveland,2022,99,3,35,David Bell,Wide Receiver,73.0,212.0,94.0,15.0,73.0
4360080,105649,2132,Cincinnati,American Athletic,Arizona,2022,100,3,36,Myjai Sanders,Defensive End,77.0,228.0,114.0,12.0,70.0
4361372,105610,194,Ohio State,Big Ten,New York,2022,101,3,37,Jeremy Ruckert,Tight End,78.0,252.0,78.0,3.0,77.0
4379414,105662,61,Georgia,SEC,Miami,2022,102,3,38,Channing Tindall,Inside Linebacker,74.0,230.0,79.0,7.0,77.0
4426901,105751,275,Wisconsin,Big Ten,Kansas City,2022,103,3,39,Leo Chenal,Inside Linebacker,75.0,250.0,67.0,5.0,79.0
4242347,105691,275,Wisconsin,Big Ten,Los Angeles,2022,104,3,40,Logan Bruss,Offensive Guard,77.0,309.0,170.0,12.0,59.0
4689546,105931,2567,SMU,American Athletic,San Francisco,2022,105,3,41,Danny Gray,Wide Receiver,72.0,186.0,177.0,24.0,58.0
4243331,105590,264,Washington,Pac-12,Tampa Bay,2022,106,4,1,Cade Otton,Tight End,77.0,247.0,146.0,8.0,62.0
4360238,105918,57,Florida,SEC,Houston,2022,107,4,2,Dameon Pierce,Running Back,70.0,218.0,96.0,6.0,72.0
4686470,105580,201,Oklahoma,Big 12,Cleveland,2022,108,4,3,Perrion Winfrey,Defensive Tackle,76.0,290.0,54.0,4.0,84.0
4239094,105622,2132,Cincinnati,American Athletic,Seattle,2022,109,4,4,Coby Bryant,Cornerback,73.0,193.0,108.0,14.0,70.0
4360964,105573,135,Minnesota,Big Ten,Baltimore,2022,110,4,5,Daniel Faalele,Offensive Tackle,80.0,384.0,84.0,10.0,76.0
4373656,105885,309,Louisiana,Sun Belt,New York,2022,111,4,6,Max Mitchell,Offensive Tackle,78.0,307.0,142.0,15.0,63.0
4361516,105950,21,San Diego State,Mountain West,New York,2022,112,4,7,Daniel Bellinger,Tight End,77.0,253.0,98.0,5.0,71.0
4363097,105947,309,Louisiana,Sun Belt,Washington,2022,113,4,8,Percy Butler,Safety,72.0,194.0,221.0,17.0,51.0
4426686,106078,2294,Iowa,Big Ten,New York,2022,114,4,9,Dane Belton,Safety,73.0,205.0,181.0,14.0,58.0
4240707,105933,221,Pittsburgh,ACC,Denver,2022,115,4,10,Damarri Mathis,Cornerback,71.0,196.0,149.0,18.0,61.0
4066109,105643,66,Iowa State,Big 12,Denver,2022,116,4,11,Eyioma Uwazurike,Defensive End,78.0,316.0,90.0,11.0,74.0
4240896,105675,245,Texas A&M,SEC,New York,2022,117,4,12,Micheal Clemons,Defensive End,77.0,263.0,141.0,13.0,63.0
4244607,105760,142,Missouri,SEC,Minnesota,2022,118,4,13,Akayleb Evans,Cornerback,74.0,197.0,199.0,24.0,54.0
4372017,105889,333,Alabama,SEC,Baltimore,2022,119,4,14,Jalyn Armour-Davis,Cornerback,73.0,197.0,101.0,13.0,71.0
4575416,105565,213,Penn State,Big Ten,Carolina,2022,120,4,15,Brandon Smith,Inside Linebacker,76.0,250.0,124.0,10.0,67.0
4035686,105709,9,Arizona State,Pac-12,New England,2022,121,4,16,Jack Jones,Cornerback,71.0,171.0,192.0,23.0,55.0
4361777,105666,61,Georgia,SEC,Las Vegas,2022,122,4,17,Zamir White,Running Back,72.0,214.0,97.0,7.0,71.0
4426891,105581,245,Texas A&M,SEC,Los Angeles,2022,123,4,18,Isaiah Spiller,Running Back,72.0,217.0,89.0,4.0,74.0
4428963,106094,99,LSU,SEC,Cleveland,2022,124,4,19,Cade York,Place Kicker,73.0,206.0,140.0,1.0,64.0
4362186,106074,2641,Texas Tech,Big 12,Miami,2022,125,4,20,Erik Ezukanma,Wide Receiver,74.0,209.0,165.0,23.0,59.0
4242234,106027,99,LSU,SEC,Las Vegas,2022,126,4,21,Neil Farrell Jr.,Defensive Tackle,76.0,330.0,118.0,7.0,69.0
4249836,105636,2571,South Dakota State,MVFC,New England,2022,127,4,22,Pierre Strong Jr.,Running Back,71.0,207.0,143.0,11.0,63.0
4241263,105632,66,Iowa State,Big 12,Baltimore,2022,128,4,23,Charlie Kolar,Tight End,79.0,252.0,113.0,7.0,70.0
4242355,105926,275,Wisconsin,Big Ten,Dallas,2022,129,4,24,Jake Ferguson,Tight End,77.0,250.0,176.0,10.0,58.0
4260224,106042,213,Penn State,Big Ten,Baltimore,2022,130,4,25,Jordan Stout,Punter,75.0,209.0,182.0,2.0,58.0
4372071,105910,130,Michigan,Big Ten,Tennessee,2022,131,4,26,Hassan Haskins,Running Back,74.0,228.0,156.0,12.0,60.0
4361432,105684,2440,Nevada,Mountain West,Green Bay,2022,132,4,27,Romeo Doubs,Wide Receiver,74.0,201.0,157.0,22.0,60.0
4379396,106043,61,Georgia,SEC,Tampa Bay,2022,133,4,28,Jake Camarda,Punter,73.0,193.0,263.0,3.0,44.0
4362999,105909,2636,UT San Antonio,Conference USA,San Francisco,2022,134,4,29,Spencer Burford,Offensive Tackle,76.0,304.0,212.0,20.0,52.0
4917635,105919,2220,Fayetteville State,CIAA,Kansas City,2022,135,4,30,Joshua Williams,Cornerback,75.0,195.0,174.0,22.0,58.0
4040950,105917,2449,North Dakota State,MVFC,Cincinnati,2022,136,4,31,Cordell Volson,Offensive Tackle,78.0,315.0,227.0,22.0,49.0
4250360,105893,98,Western Kentucky,Conference USA,New England,2022,137,4,32,Bailey Zappe,Quarterback,73.0,215.0,161.0,7.0,59.0
4243389,105948,235,Memphis,American Athletic,Pittsburgh,2022,138,4,33,Calvin Austin III,Wide Receiver,68.0,170.0,76.0,13.0,78.0
4361050,105718,324,Coastal Carolina,Sun Belt,Baltimore,2022,139,4,34,Isaiah Likely,Tight End,77.0,245.0,104.0,6.0,71.0
4240435,105712,154,Wake Forest,ACC,Green Bay,2022,140,4,35,Zach Tom,Offensive Guard,76.0,304.0,128.0,8.0,67.0
4567480,105937,248,Houston,American Athletic,Baltimore,2022,141,4,36,Damarion Williams,Cornerback,70.0,182.0,276.0,35.0,42.0
4384549,105935,2569,South Carolina State,MEAC,Los Angeles,2022,142,4,37,Decobie Durant,Cornerback,70.0,180.0,251.0,32.0,45.0
4360635,105938,120,Maryland,Big Ten,Tennessee,2022,143,4,38,Chigoziem Okonkwo,Tight End,75.0,238.0,164.0,9.0,59.0
4426875,105574,153,North Carolina,ACC,Washington,2022,144,5,1,Sam Howell,Quarterback,73.0,218.0,50.0,5.0,85.0
4362611,105625,96,Kentucky,SEC,Kansas City,2022,145,5,2,Darian Kinnard,Offensive Guard,77.0,322.0,111.0,6.0,70.0
4371961,105924,84,Indiana,Big Ten,New York,2022,146,5,3,Micah McFadden,Inside Linebacker,73.0,240.0,210.0,20.0,52.0
4242899,105757,9,Arizona State,Pac-12,New York,2022,147,5,4,D.J. Davidson,Defensive Tackle,75.0,327.0,278.0,19.0,42.0
4373678,105886,68,Boise State,Mountain West,Buffalo,2022,148,5,5,Khalil Shakir,Wide Receiver,72.0,196.0,102.0,16.0,71.0
4361438,105652,2440,Nevada,Mountain West,Washington,2022,149,5,6,Cole Turner,Tight End,79.0,249.0,202.0,12.0,54.0
