,attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
2322,,Michigan,iii,2800,"[7, 21, 10, 7]",45,,,,Alma College,True,True,,,Michigan,iii,126,"[0, 0, 7, 14]",21,,,,Kalamazoo,401431200,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Angell Field,5904,8
2323,,Wisconsin,iii,2738,"[0, 6, 0, 0]",6,,,,Wisconsin-Eau Claire,True,True,,,Wisconsin,iii,2723,"[35, 21, 7, 0]",63,,,,UW-River Falls,401435211,False,,2022,regular,2022-10-22T18:00:00.000Z,False,David Smith Stadium at Ramer Field,5901,8
2324,,MSCAC,iii,18,"[7, 21, 7, 7]",42,,,,Bridgewater State,True,True,,,MSCAC,iii,2909,"[0, 0, 7, 0]",7,,,,Westfield State,401441955,False,,2022,regular,2022-10-22T18:00:00.000Z,False,"Alumni Field (Westfield, MA)",6144,8
2325,,Pennsylvania State Athletic,ii,2559,"[0, 7, 7, 0]",14,,,,Shippensburg,True,True,,,Pennsylvania State Athletic,ii,210,"[7, 0, 7, 3]",17,,,,Millersville,401433035,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Chryst Field at Biemesderfer Stadium,4431,8
2326,,Southland,fcs,2545,"[0, 13, 0, 18]",31,0.7629105856042342,,,Southeastern Louisiana,True,False,7.3532621996,,Atlantic Sun,fcs,55,"[0, 14, 0, 0]",14,0.23708941439576575,,,Jacksonville State,401413220,False,,2022,regular,2022-10-22T18:00:00.000Z,False,JSU Stadium,3662,8
2327,,OVC,fcs,93,"[12, 3, 3, 0]",18,,,,Murray State,True,True,,,OVC,fcs,2815,"[0, 17, 7, 9]",33,,,,Lindenwood,401428477,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Hunter Stadium,3749,8
2328,,Pioneer,fcs,2166,"[7, 14, 7, 20]",48,0.9996073314612341,,,Davidson,True,True,2.1199642675,,Pioneer,fcs,2181,"[7, 7, 0, 0]",14,0.00039266853876590286,,,Drake,401423149,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Drake Stadium,3701,8
2329,,Ohio,iii,317,"[21, 0, 0, 0]",21,,,,Marietta,True,True,,,Ohio,iii,191,"[3, 17, 3, 6]",29,,,,Heidelberg,401435186,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Hoernemann Stadium,5854,8
2330,,New Jersey,iii,2871,"[0, 7, 0, 3]",10,,,,Kean,True,True,,,New Jersey,iii,2827,"[7, 10, 0, 0]",17,,,,Rowan,401438689,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Richard Wackar Stadium,6112,8
2331,,Minnesota,iii,2968,"[7, 14, 6, 0]",27,,,,Gustavus Adolphus,True,True,,,Minnesota,iii,2600,"[14, 10, 14, 3]",41,,,,St. Johns (MN),401436995,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Clemens Stadium,5117,8
2332,,American Southwest,iii,2045,"[7, 0, 6, 0]",13,,,,Austin College,True,True,,,American Southwest,iii,2194,"[0, 0, 3, 7]",10,,,,East Texas Baptist,401435189,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Ornelas Stadium,5838,8
2333,,Wisconsin,iii,2745,"[7, 3, 3, 0]",13,,,,UW-Whitewater,True,True,,,Wisconsin,iii,272,"[7, 7, 0, 3]",17,,,,Wisconsin-Platteville,401435207,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Ralph E. Davis Pioneer Stadium,5911,8
2334,,CCIW,iii,3071,"[14, 7, 7, 3]",31,,,,North Central,True,True,,,CCIW,iii,143,"[0, 0, 0, 0]",0,,,,Washington (MO),401431090,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Francis Field (MO),5897,8
2335,,Mid-American,fbs,2199,"[0, 10, 0, 10]",20,0.618319276209429,1300,1293,Eastern Michigan,True,True,7.4877544047,,Mid-American,fbs,2050,"[0, 7, 9, 0]",16,0.381680723790571,1290,1297,Ball State,401416624,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Scheumann Stadium,3919,8
2336,,Rocky Mountain,ii,2714,"[7, 13, 10, 0]",30,,,,Western State,True,True,,,Rocky Mountain,ii,2424,"[7, 6, 0, 0]",13,,,,New Mexico Highlands,401433106,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Sanchez Family Stadium,6059,8
2337,,Northern Sun,ii,2364,"[14, 7, 14, 0]",35,,,,Minnesota State,True,True,,,Northern Sun,ii,2043,"[0, 7, 0, 7]",14,,,,Augustana (SD),401432953,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Kirkeby-Over Stadium,5872,8
2338,,Midwest,iii,32,"[0, 0, 0, 9]",9,,,,Carroll (WI),True,False,,,CCIW,iii,396,"[20, 21, 14, 6]",61,,,,Wheaton College (Ill),401431104,False,,2022,regular,2022-10-22T18:00:00.000Z,False,McCully Stadium,5115,8
2339,,CCIW,iii,2042,"[14, 28, 7, 7]",56,,,,Augustana (IL),True,True,,,CCIW,iii,75,"[0, 13, 14, 7]",34,,,,North Park,401431099,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Holmgren Athletic Complex,6093,8
2340,,CAA,fcs,257,"[10, 14, 7, 10]",41,0.9991867836963089,,,Richmond,True,True,1.2122442953,,CAA,fcs,2261,"[0, 10, 0, 0]",10,0.0008132163036911073,,,Hampton,401424438,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Armstrong Stadium,3620,8
2341,,American Southwest,iii,2639,"[7, 0, 7, 3]",17,,,,Texas Lutheran,True,True,,,American Southwest,iii,241,"[3, 0, 0, 7]",10,,,,McMurry,401431026,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Wilford Moore Stadium,5996,8
2342,,Mid-American,fbs,2459,"[0, 6, 11, 0]",17,0.659173945774172,1398,1412,Northern Illinois,True,True,8.3070643833,,Mid-American,fbs,195,"[7, 3, 7, 7]",24,0.340826054225828,1348,1334,Ohio,401416625,False,,2022,regular,2022-10-22T18:00:00.000Z,False,Peden Stadium,3876,8
2343,,Pennsylvania State Athletic,ii,611,"[0, 0, 0, 7]",7,,,,Seton Hill College,True,True,,,Pennsylvania State Athletic,ii,2291,"[14, 9, 14, 7]",44,,,,Indiana (PA),401433011,False,,2022,regular,2022-10-22T18:00:00.000Z,False,George P. Miller Stadium,4433,8
2344,,NESCAC,iii,2731,"[0, 13, 0, 0]",13,,,,Williams,True,True,,,NESCAC,iii,2977,"[6, 10, 0, 16]",32,,,,Trinity (CT),401435127,False,,2022,regular,2022-10-22T18:30:00.000Z,False,Jessee/Miller Field,6131,8
2345,,Wisconsin,iii,2744,"[0, 7, 0, 7]",14,,,,UW-Stout,True,True,,,Wisconsin,iii,271,"[0, 0, 13, 6]",19,,,,UW-Oshkosh,401432900,False,,2022,regular,2022-10-22T18:30:00.000Z,False,J.J. Keller Field at Titan Stadium,5120,8
2346,,Mountain West,fbs,2439,"[7, 0, 7, 7]",21,0.03234810553952949,1277,1285,UNLV,True,False,1.5548944344,,FBS Independents,fbs,87,"[23, 7, 0, 14]",44,0.9676518944604705,1773,1765,Notre Dame,401404128,False,,2022,regular,2022-10-22T18:30:00.000Z,False,Notre Dame Stadium,3855,8
2347,,Big Sky,fcs,2464,"[3, 14, 7, 0]",24,,,,Northern Arizona,True,True,,,Big Sky,fcs,304,"[0, 7, 0, 3]",10,,,,Idaho State,401413262,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Holt Arena,1930,8
2348,,Western Athletic,fcs,2617,"[7, 21, 3, 10]",41,0.0014227863811804298,,,Stephen F. Austin,True,True,5.4533870519,,Western Athletic,fcs,253,"[13, 9, 10, 6]",38,0.9985772136188196,,,Southern Utah,401420874,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Eccles Coliseum,3706,8
2349,,Mid America,ii,2214,"[0, 10, 7, 7]",24,,,,Emporia State,True,True,,,Mid America,ii,2403,"[7, 7, 7, 0]",21,,,,Missouri Southern State,401431949,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Fred G. Hughes Stadium,6054,8
2350,,Great American,ii,2264,"[7, 21, 14, 14]",56,,,,Harding,True,True,,,Great American,ii,2028,"[7, 14, 7, 15]",43,,,,Arkansas-Monticello,401430745,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Convoy Leslie Cotton Boll Stadium,5871,8
2351,,Mid America,ii,137,"[0, 10, 0, 6]",16,,,,Missouri Western,True,True,,,Mid America,ii,90,"[0, 7, 21, 0]",28,,,,Pittsburg State,401431972,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Carnie Smith Stadium,6067,8
2352,,Great American,ii,2888,"[21, 14, 7, 21]",63,,,,Ouachita Baptist,True,True,,,Great American,ii,2568,"[14, 3, 14, 0]",31,,,,Southern Arkansas,401431482,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Wilkins Stadium,5891,8
2353,,Great American,ii,319,"[0, 0, 0, 14]",14,,,,Oklahoma Baptist,True,True,,,Great American,ii,199,"[7, 35, 7, 13]",62,,,,Southeastern Oklahoma,401431469,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Paul Laird Field,3875,8
2354,,Great American,ii,2033,"[3, 10, 0, 6]",19,,,,Arkansas Tech,True,True,,,Great American,ii,2271,"[0, 21, 14, 0]",35,,,,Henderson State,401430735,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Ruggles Field at Carpenter-Haygood Stadium,5113,8
2355,,Big Sky,fcs,2502,"[14, 7, 0, 0]",21,0.009750173670925122,,,Portland State,True,True,4.7735390689,,Big Sky,fcs,70,"[14, 7, 14, 21]",56,0.9902498263290749,,,Idaho,401413250,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Kibbie Dome,3791,8
2356,,Conference USA,fbs,242,"[0, 7, 14, 14, 7]",42,0.9857653434388011,1225,1226,Rice,True,True,8.372909061,,Conference USA,fbs,2348,"[10, 0, 17, 8, 6]",41,0.01423465656119894,1180,1179,Louisiana Tech,401426590,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Joe Aillet Stadium,3776,8
2357,,Big 12,fbs,277,"[3, 0, 7, 0]",10,0.027308730294308026,1377,1481,West Virginia,True,True,3.2082650393,,Big 12,fbs,2641,"[14, 3, 14, 17]",48,0.972691269705692,1626,1522,Texas Tech,401404099,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Jones AT&T Stadium,3784,8
2358,,SIAC,ii,2310,"[14, 7, 14, 0]",35,,,,Kentucky State,True,True,,,SIAC,ii,2396,"[0, 0, 0, 7]",7,,,,Miles,401432360,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Albert J. H. Sloan - Alumni Stadium,6027,8
2359,,,,2219,"[0, 0, 0, 0]",0,,,,Faulkner,True,False,,,Southland,fcs,2916,"[35, 21, 7, 7]",70,,,,Incarnate Word,401467155,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Gayle and Tom Benson Stadium,3734,8
2360,,Big South,fcs,2097,"[7, 0, 0, 7]",14,0.03386766874351088,,,Campbell,True,False,7.5777126762,,SWAC,fcs,2296,"[3, 6, 6, 7]",22,0.9661323312564891,,,Jackson State,401424956,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Mississippi Veterans Memorial Stadium,3976,8
2361,,OVC,fcs,2197,"[0, 0, 14, 3]",17,0.020869055432860772,,,Eastern Illinois,True,True,4.3467084424,,OVC,fcs,2634,"[3, 24, 0, 10]",37,0.9791309445671392,,,Tennessee State,401425424,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Nissan Stadium,3810,8
2362,,Big Sky,fcs,302,"[6, 21, 14, 17]",58,0.9995002531564514,,,UC Davis,True,True,0.7958472389,,Big Sky,fcs,2458,"[3, 0, 0, 7]",10,0.0004997468435485761,,,Northern Colorado,401415180,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Nottingham Field,3856,8
2363,,Big Sky,fcs,2692,"[17, 7, 8, 6]",38,,,,Weber State,True,True,,,Big Sky,fcs,147,"[9, 18, 16, 0]",43,,,,Montana State,401413344,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Bobcat Stadium,3643,8
2364,,American Rivers,iii,67,"[0, 7, 0, 0]",7,,,,Luther,True,True,,,American Rivers,iii,49,"[7, 14, 27, 20]",68,,,,Dubuque,401430965,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Chalmers Field,5836,8
2365,,Great American,ii,2927,"[7, 7, 7, 7]",28,,,,Southwestern Oklahoma,True,True,,,Great American,ii,2191,"[7, 21, 14, 0]",42,,,,East Central,401432368,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Koi Ishto Stadium,5936,8
2366,,Northern Sun,ii,2817,"[10, 10, 8, 12]",40,,,,Minnesota St-Moorhead,True,True,,,Northern Sun,ii,559,"[0, 21, 10, 7]",38,,,,University of Mary,401432417,False,,2022,regular,2022-10-22T19:00:00.000Z,False,MDU Resources Community Bowl,3638,8
2367,,Mid America,ii,196,"[0, 3, 0, 0]",3,,,,Northeastern State,True,True,,,Mid America,ii,138,"[10, 17, 3, 6]",36,,,,Northwest Missouri State,401431964,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Bearcat Stadium,5134,8
2368,,Northern Sun,ii,2894,"[7, 3, 7, 0]",17,,,,Sioux Falls,True,True,,,Northern Sun,ii,2851,"[0, 7, 3, 10]",20,,,,Winona State,401432963,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Altra Federal Credit Union Stadium,5780,8
2369,,MEAC,fcs,2415,"[0, 7, 0, 0]",7,0.09408252269280892,,,Morgan State,True,False,1.3479636167,,CAA,fcs,48,"[14, 0, 7, 17]",38,0.9059174773071911,,,Delaware,401420783,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Delaware Stadium,3695,8
2370,,OVC,fcs,2635,"[0, 10, 10, 7, 3]",30,0.009955430186100234,,,Tennessee Tech,True,False,9.0349382462,,Atlantic Sun,fcs,338,"[7, 10, 0, 10, 6]",33,0.9900445698138998,,,Kennesaw State,401418648,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Fifth Third Bank Stadium,4899,8
2371,,SWAC,fcs,2640,"[7, 7, 10, 10]",34,0.5288743075912792,,,Texas Southern,True,True,12.4403283815,,SWAC,fcs,2016,"[6, 7, 7, 7]",27,0.4711256924087208,,,Alcorn State,401423921,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Jack Spinks Stadium,3771,8
2372,,Atlantic Sun,fcs,2453,"[14, 7, 14, 18]",53,0.7246009876549147,,,North Alabama,True,False,5.6412654436,,Atlantic Sun,fcs,2198,"[7, 28, 7, 14]",56,0.27539901234508535,,,Eastern Kentucky,401418640,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Roy Kidd Stadium,3908,8
2373,,USA South,iii,548,"[3, 0, 7, 0]",10,,,,LaGrange College,True,True,,,USA South,iii,2913,"[7, 3, 0, 14]",24,,,,Brevard College,401432877,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Brevard Memorial Stadium,5807,8
2374,,MVFC,fcs,79,"[14, 7, 3, 0]",24,0.4451273006965165,,,Southern Illinois,True,True,7.743135877,,MVFC,fcs,233,"[7, 3, 7, 10]",27,0.5548726993034835,,,South Dakota,401420830,False,,2022,regular,2022-10-22T19:00:00.000Z,False,DakotaDome,1905,8
2375,,SIAC,ii,2657,"[7, 7, 7, 14]",35,,,,Tuskegee,True,True,,,SIAC,ii,2323,"[0, 17, 7, 7]",31,,,,Lane,401432365,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Lane Field,6044,8
2376,,GLIAC,ii,128,"[3, 0, 0, 0]",3,,,,Northern Michigan,True,True,,,GLIAC,ii,125,"[14, 21, 7, 14]",56,,,,Grand Valley State,401431538,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Lubbers Stadium,3811,8
2377,,Southland,fcs,2277,"[3, 0, 0, 0]",3,0.002779651456638388,,,Houston Christian,True,True,7.0191344393,,Southland,fcs,2837,"[0, 7, 17, 7]",31,0.9972203485433616,,,Texas A&M-Commerce,401462223,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Memorial Stadium (Commerce TX),4762,8
2378,,Pennsylvania State Athletic,ii,209,"[0, 0, 0, 7]",7,,,,Lock Haven,True,True,,,Pennsylvania State Athletic,ii,2315,"[14, 14, 7, 0]",35,,,,Kutztown,401433018,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Andre Reed Stadium,4432,8
2379,,Midwest,iii,2919,"[7, 22, 14, 13]",56,,,,Monmouth (IL),True,True,,,Midwest,iii,2155,"[0, 0, 6, 6]",12,,,,Cornell College (IA),401431284,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Van Metre Field at Ash Park,5828,8
2380,,Mid America,ii,2438,"[21, 21, 17, 7]",66,,,,Nebraska-Kearney,True,True,,,Mid America,ii,2876,"[0, 7, 0, 10]",17,,,,Lincoln (MO),401431942,False,,2022,regular,2022-10-22T19:00:00.000Z,False,Dwight T. Reed Stadium,6045,8
2381,,SEC,fbs,145,"[14, 6, 0, 0]",20,0.0020544644399153045,1692,1775,Ole Miss,True,True,6.5275934964,,SEC,fbs,99,"[3, 14, 7, 21]",45,0.9979455355600847,1695,1612,LSU,401403923,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Tiger Stadium,3958,8
2382,,Big 12,fbs,251,"[14, 17, 3, 0]",34,0.21225253062313587,1883,1897,Texas,True,True,9.4568315743,,Big 12,fbs,197,"[10, 14, 3, 14]",41,0.7877474693768641,1832,1818,Oklahoma State,401404098,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Boone Pickens Stadium,3646,8
2383,,CAA,fcs,311,"[3, 17, 7, 0]",27,0.024876217415999546,,,Maine,True,True,6.3601084061,,CAA,fcs,2619,"[7, 0, 14, 7]",28,0.9751237825840005,,,Stony Brook,401424439,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Kenneth P. LaValle Stadium,3788,8
2384,,Pennsylvania State Athletic,ii,215,"[14, 14, 14, 0]",42,,,,Slippery Rock,True,True,,,Pennsylvania State Athletic,ii,2858,"[3, 7, 7, 7]",24,,,,California (PA),401432994,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Adamson Stadium,4436,8
2385,,Patriot,fcs,107,"[7, 10, 0, 7]",24,0.022906268458773416,,,Holy Cross,True,True,4.4415684613,,Patriot,fcs,322,"[0, 7, 7, 7]",21,0.9770937315412266,,,Lafayette,401422991,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Fisher Field,3721,8
2386,,FBS Independents,fbs,252,"[14, 0, 0, 0]",14,0.0010564734436727674,1512,1585,BYU,True,True,4.5634185859,,FBS Independents,fbs,2335,"[3, 17, 14, 7]",41,0.9989435265563272,1635,1562,Liberty,401404163,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Williams Stadium,3992,8
2387,,Conference USA,fbs,2229,"[14, 13, 7, 0]",34,0.9988208042293792,982,910,Florida International,True,True,2.5964873405,,Conference USA,fbs,2429,"[0, 0, 0, 15]",15,0.0011791957706207318,1049,1121,Charlotte,401426588,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Jerry Richardson Stadium,4418,8
2388,,CAA,fcs,399,"[0, 7, 9, 13]",29,0.15610098172937759,,,Albany,True,True,3.241239996,,CAA,fcs,222,"[7, 14, 0, 10]",31,0.8438990182706224,,,Villanova,401424437,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Villanova Stadium,717,8
2389,,NEWMAC,iii,2749,"[0, 0, 0, 7]",7,,,,Worcester Polytechnic,True,True,,,NEWMAC,iii,81,"[24, 7, 7, 7]",45,,,,Springfield,401439541,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Stagg Field,6119,8
2390,,Pac-12,fbs,26,"[3, 10, 3, 14]",30,0.014394206813498456,1700,1742,UCLA,True,True,3.6177231678,,Pac-12,fbs,2483,"[3, 28, 7, 7]",45,0.9856057931865015,1674,1632,Oregon,401404021,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Autzen Stadium,3626,8
2391,,Big Ten,fbs,2509,"[0, 3, 7, 14]",24,0.007544708873107986,1653,1668,Purdue,True,True,2.7767958409,,Big Ten,fbs,275,"[21, 0, 14, 0]",35,0.992455291126892,1750,1735,Wisconsin,401405117,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Camp Randall Stadium,347,8
2392,,Big Ten,fbs,77,"[7, 10, 0, 7]",24,0.6070166992060538,1316,1308,Northwestern,True,True,6.7817202352,,Big Ten,fbs,120,"[0, 10, 14, 7]",31,0.39298330079394617,1625,1633,Maryland,401405118,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Maryland Stadium,3665,8
2393,,ACC,fbs,103,"[3, 6, 6, 0]",15,0.004225337238838445,1292,1317,Boston College,True,True,2.3114850699,,ACC,fbs,154,"[7, 14, 15, 7]",43,0.9957746627611616,1776,1751,Wake Forest,401411145,False,,2022,regular,2022-10-22T19:30:00.000Z,False,BB&T Field,3630,8
2394,,Sun Belt,fbs,276,"[2, 7, 10, 7]",26,0.9332238204956537,1557,1526,Marshall,True,True,6.7246655664,,Sun Belt,fbs,256,"[12, 0, 0, 0]",12,0.06677617950434638,1480,1511,James Madison,401426355,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Bridgeforth Stadium,3651,8
2395,,Conference USA,fbs,249,"[6, 0, 7, 14]",27,0.0792351918393771,1361,1360,North Texas,True,True,9.5099619615,,Conference USA,fbs,2636,"[0, 3, 7, 21]",31,0.9207648081606229,1511,1512,UT San Antonio,401426591,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Alamodome,3604,8
2396,,American Athletic,fbs,235,"[0, 0, 14, 14]",28,0.270833214957377,1489,1504,Memphis,True,True,2.2937596321,,American Athletic,fbs,2655,"[21, 14, 0, 3]",38,0.729166785042623,1547,1532,Tulane,401415639,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Benson Field at Yulman Stadium,4729,8
2397,,Sun Belt,fbs,290,"[7, 7, 7, 7]",28,0.9944344993796668,1426,1413,Georgia Southern,True,True,5.9220412301,,Sun Belt,fbs,295,"[3, 0, 13, 7]",23,0.005565500620333211,1456,1469,Old Dominion,401426356,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Foreman Field,3918,8
2398,,Southern,fcs,2535,"[10, 24, 14, 7]",55,0.9390684035076831,,,Samford,True,True,5.8698383165,,Southern,fcs,2193,"[10, 14, 7, 14]",45,0.060931596492316914,,,East Tennessee State,401422970,False,,2022,regular,2022-10-22T19:30:00.000Z,False,William B. Greene Jr. Stadium,5400,8
2399,,Mid-American,fbs,2711,"[0, 6, 10, 0]",16,0.2532883064392847,1280,1255,Western Michigan,True,True,4.4018291832,,Mid-American,fbs,193,"[3, 0, 0, 7]",10,0.7467116935607153,1411,1436,Miami (OH),401416627,False,,2022,regular,2022-10-22T19:30:00.000Z,False,Yager Stadium,3996,8
2400,,Pac-12,fbs,9,"[7, 7, 0, 0]",14,0.9862129493171973,1516,1521,Arizona State,True,True,9.9413894119,,Pac-12,fbs,24,"[6, 0, 3, 6]",15,0.013787050682802712,1362,1357,Stanford,401404018,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Stanford Stadium,3940,8
2401,,Mountain West,fbs,62,"[3, 10, 0, 0]",13,0.05405809430908237,1160,1160,Hawai'i,True,True,7.7094019654,,Mountain West,fbs,36,"[0, 3, 7, 7]",17,0.9459419056909176,1270,1270,Colorado State,401415242,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Canvas Stadium,5388,8
2402,,Conference USA,fbs,2226,"[0, 7, 7, 7]",21,0.5306684338675989,1369,1371,Florida Atlantic,True,True,7.6543397312,,Conference USA,fbs,2638,"[0, 6, 8, 10]",24,0.4693315661324012,1292,1290,UTEP,401426589,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Sun Bowl Stadium,3946,8
2403,,So. Cal.,iii,411,"[13, 27, 3, 7]",50,,,,Chapman,True,True,,,So. Cal.,iii,2850,"[0, 0, 0, 7]",7,,,,Whittier,401439557,False,,2022,regular,2022-10-22T20:00:00.000Z,False,"Memorial Stadium (Whittier, CA)",6147,8
2404,,Northwest,iii,415,"[7, 0, 7, 7]",21,,,,George Fox University,True,True,,,Northwest,iii,205,"[0, 7, 0, 0]",7,,,,Pacific (OR),401432642,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Hanson Stadium,6153,8
2405,,SEC,fbs,238,"[0, 0, 7, 7]",14,0.02470016999076985,1272,1271,Vanderbilt,True,True,3.7381307745,,SEC,fbs,142,"[7, 10, 0, 0]",17,0.9752998300092302,1439,1440,Missouri,401403924,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Faurot Field,3838,8
2406,,Rocky Mountain,ii,2123,"[6, 0, 0, 6]",12,,,,Chadron State,True,True,,,Rocky Mountain,ii,2570,"[6, 0, 21, 7]",34,,,,Colorado State-Pueblo,401433083,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Neta and Eddie DeRose ThunderBowl,4852,8
2407,,MVFC,fcs,2754,"[3, 7, 0, 18]",28,0.03248378300551391,,,Youngstown State,True,True,6.1796743278,,MVFC,fcs,2710,"[0, 7, 6, 14]",27,0.9675162169944861,,,Western Illinois,401420825,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Hanson Field,3746,8
2408,,Northwest,iii,2333,"[13, 3, 10, 15, 6]",47,,,,Lewis & Clark,True,True,,,Northwest,iii,2508,"[0, 13, 14, 14, 0]",41,,,,Puget Sound,401445812,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Baker Stadium,6104,8
2409,,Southland,fcs,2377,"[0, 22, 7, 6]",35,0.006625404725899786,,,McNeese,True,True,8.5183783624,,Southland,fcs,2447,"[7, 7, 20, 6]",40,0.9933745952741002,,,Nicholls,401462224,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Manning Field at John L. Guidry Stadium,3779,8
2410,,Northwest,iii,2721,"[7, 7, 14, 14]",42,,,,Whitworth,True,True,,,Northwest,iii,2930,"[0, 0, 7, 7]",14,,,,Willamette,401432659,False,,2022,regular,2022-10-22T20:00:00.000Z,False,McCulloch Stadium,6149,8
2411,,CAA,fcs,2729,"[14, 16, 7, 7]",44,0.9756069473686557,,,William & Mary,True,True,0.8560235175,,CAA,fcs,119,"[3, 0, 7, 14]",24,0.0243930526313443,,,Towson,401424369,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Johnny Unitas Stadium,3781,8
2412,,MVFC,fcs,2571,"[7, 7, 21, 14]",49,0.9821973406268157,,,South Dakota State,True,True,4.2420961234,,MVFC,fcs,155,"[14, 7, 0, 14]",35,0.017802659373184294,,,North Dakota,401420818,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Alerus Center,3605,8
2413,,South Atlantic,ii,2842,"[0, 8, 13, 7]",28,,,,UVA-Wise,True,False,,,South Atlantic,ii,101784,"[10, 0, 3, 0]",13,,,,Erskine,401431872,False,,2022,regular,2022-10-22T20:00:00.000Z,False,J.W. Babb Stadium,7076,8
2414,,SWAC,fcs,2065,"[6, 15, 17, 7]",45,,,,Bethune-Cookman,True,True,,,SWAC,fcs,2400,"[7, 0, 21, 7]",35,,,,Mississippi Valley State,401424940,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Rice-Totten Field,3896,8
2415,,Great American,ii,2823,"[7, 7, 7, 0]",21,,,,Northwestern Oklahoma State,True,True,,,Great American,ii,200,"[7, 0, 14, 6]",27,,,,Southern Nazarene,401431488,False,,2022,regular,2022-10-22T20:00:00.000Z,False,Southern Nazarene University Football Stadium,3934,8
