game_id,school,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt,completions,attempts,completionPercentage,fourth_success,fourth_attempts,fourthEffpct,possession_min_temp,possession_sec_temp,possessionTime_sec,third_success,third_attempts,thirdDownEffpct,penalty_flags,penalty_yards,win_loss
401403995,Washington State,Pac-12,home,38,24-34,0.0,21.0,0-1,1.0,2.0,0.0,0.0,1.0,,,,8.0,299.0,1.0,1.0,4.0,27:23,,,,5.0,27.0,1.0,148.0,7.0,31.0,12.0,5-10,1.0,5-45,447.0,2.0,8.8,5.5,24,34,0.7058823529411765,0,1,0.0,27,23,1643,5,10,0.5,5,45,1
401403996,California,Pac-12,home,49,18-28,0.0,27.0,1-1,0.0,1.0,0.0,19.0,0.0,0.0,18.0,1.0,7.0,245.0,3.0,2.0,3.0,33:14,0.0,32.0,2.0,2.0,38.0,4.0,354.0,2.0,36.0,6.0,4-9,0.0,7-80,599.0,0.0,8.8,9.3,18,28,0.6428571428571429,1,1,1.0,33,14,1994,4,9,0.4444444444444444,7,80,1
401403997,Arizona State,Pac-12,home,13,21-36,0.0,15.0,1-2,1.0,0.0,0.0,0.0,2.0,0.0,155.0,4.0,7.0,261.0,3.0,1.0,1.0,24:27,,,,2.0,20.0,0.0,6.0,0.0,34.0,2.0,3-11,1.0,6-70,267.0,3.0,7.3,0.3,21,36,0.5833333333333334,1,2,0.5,24,27,1467,3,11,0.2727272727272727,6,70,0
401403998,Colorado,Pac-12,home,17,26-42,0.0,19.0,3-4,1.0,0.0,,,1.0,0.0,26.0,1.0,5.0,258.0,3.0,,1.0,34:07,0.0,15.0,2.0,1.0,34.0,1.0,51.0,1.0,43.0,2.0,5-17,2.0,5-40,309.0,2.0,6.1,1.5,26,42,0.6190476190476191,3,4,0.75,34,7,2047,5,17,0.29411764705882354,5,40,0
401403999,Washington State,Pac-12,home,41,37-48,1.0,27.0,1-1,0.0,0.0,1.0,95.0,2.0,0.0,25.0,1.0,11.0,375.0,1.0,1.0,2.0,31:02,,,,7.0,25.0,2.0,53.0,0.0,39.0,7.0,5-12,,5-27,428.0,2.0,7.8,2.1,37,48,0.7708333333333334,1,1,1.0,31,2,1862,5,12,0.4166666666666667,5,27,1
401404000,Oregon State,Pac-12,home,14,17-29,0.0,18.0,1-1,0.0,0.0,,,4.0,0.0,27.0,2.0,2.0,167.0,8.0,,0.0,29:45,0.0,19.0,2.0,11.0,31.0,2.0,153.0,2.0,37.0,6.0,5-12,,6-35,320.0,4.0,5.8,4.9,17,29,0.5862068965517241,1,1,1.0,29,45,1785,5,12,0.4166666666666667,6,35,0
401404001,Washington,Pac-12,home,40,22-37,0.0,23.0,1-1,0.0,2.0,0.0,0.0,0.0,,,,16.0,309.0,3.0,1.0,2.0,33:30,0.0,10.0,2.0,0.0,32.0,2.0,169.0,8.0,45.0,10.0,6-15,1.0,5-32,478.0,0.0,8.4,5.3,22,37,0.5945945945945946,1,1,1.0,33,30,2010,6,15,0.4,5,32,1
401404002,Arizona,Pac-12,home,43,34-49,0.0,36.0,1-2,0.0,2.0,,,0.0,,,,7.0,495.0,6.0,,6.0,35:17,0.0,19.0,4.0,2.0,34.0,0.0,178.0,3.0,30.0,5.0,9-14,1.0,6-60,673.0,0.0,10.1,5.2,34,49,0.6938775510204082,1,2,0.5,35,17,2117,9,14,0.6428571428571429,6,60,1
401404003,USC,Pac-12,home,42,27-37,0.0,29.0,0-0,0.0,0.0,0.0,56.0,1.0,0.0,17.0,2.0,6.0,348.0,4.0,1.0,3.0,30:05,0.0,7.0,2.0,0.0,30.0,3.0,137.0,5.0,39.0,7.0,8-9,2.0,8-65,485.0,1.0,9.4,4.6,27,37,0.7297297297297297,0,0,,30,5,1805,8,9,0.8888888888888888,8,65,1
401404004,Washington State,Pac-12,home,28,27-40,0.0,21.0,2-2,0.0,0.0,,,2.0,,,,4.0,343.0,4.0,,3.0,28:29,0.0,60.0,4.0,2.0,25.0,1.0,72.0,4.0,27.0,7.0,6-14,,5-35,415.0,2.0,8.6,2.9,27,40,0.675,2,2,1.0,28,29,1709,6,14,0.42857142857142855,5,35,1
401404005,Oregon,Pac-12,home,45,17-34,0.0,23.0,0-0,0.0,2.0,,,1.0,0.0,26.0,3.0,9.0,164.0,5.0,,2.0,27:24,0.0,7.0,2.0,3.0,37.0,4.0,351.0,3.0,38.0,6.0,5-14,0.0,14-135,515.0,1.0,4.8,9.5,17,34,0.5,0,0,,27,24,1644,5,14,0.35714285714285715,14,135,1
401404006,Utah,Pac-12,home,42,19-25,1.0,20.0,0-0,0.0,0.0,1.0,127.0,0.0,,,,6.0,199.0,1.0,4.0,3.0,28:45,,,,0.0,31.0,2.0,162.0,0.0,42.0,4.0,4-10,1.0,4-56,361.0,0.0,8.0,5.2,19,25,0.76,0,0,,28,45,1725,4,10,0.4,4,56,1
401404007,UCLA,Pac-12,home,40,24-33,0.0,27.0,0-2,0.0,0.0,0.0,32.0,0.0,0.0,109.0,6.0,8.0,315.0,2.0,2.0,3.0,28:36,0.0,9.0,1.0,0.0,39.0,2.0,184.0,2.0,38.0,5.0,10-14,1.0,7-39,499.0,0.0,9.5,4.7,24,33,0.7272727272727273,0,2,0.0,28,36,1716,10,14,0.7142857142857143,7,39,1
401404008,Arizona,Pac-12,home,22,24-42,0.0,23.0,0-0,2.0,0.0,,,1.0,0.0,39.0,1.0,10.0,241.0,2.0,,1.0,26:41,0.0,33.0,2.0,0.0,25.0,1.0,115.0,0.0,38.0,0.0,10-17,2.0,3-11,356.0,3.0,5.7,4.6,24,42,0.5714285714285714,0,0,,26,41,1601,10,17,0.5882352941176471,3,11,1
401404009,Arizona State,Pac-12,home,45,22-30,1.0,23.0,0-0,0.0,0.0,1.0,38.0,1.0,0.0,58.0,4.0,9.0,241.0,6.0,1.0,3.0,28:03,,,,4.0,32.0,2.0,156.0,1.0,39.0,3.0,9-13,,10-87,397.0,1.0,8.0,4.9,22,30,0.7333333333333333,0,0,,28,3,1683,9,13,0.6923076923076923,10,87,1
401404010,Stanford,Pac-12,home,27,20-34,0.0,19.0,0-0,0.0,0.0,,,1.0,0.0,42.0,2.0,9.0,269.0,1.0,,2.0,26:18,0.0,19.0,2.0,2.0,27.0,1.0,90.0,4.0,34.0,8.0,5-12,,7-75,359.0,1.0,7.9,3.3,20,34,0.5882352941176471,0,0,,26,18,1578,5,12,0.4166666666666667,7,75,0
401404011,UCLA,Pac-12,home,42,18-23,0.0,21.0,0-1,0.0,2.0,0.0,0.0,1.0,0.0,103.0,3.0,6.0,299.0,2.0,1.0,4.0,26:09,,,,1.0,38.0,2.0,203.0,2.0,48.0,3.0,5-9,0.0,11-68,502.0,1.0,13.0,5.3,18,23,0.782608695652174,0,1,0.0,26,9,1569,5,9,0.5555555555555556,11,68,1
401404012,USC,Pac-12,home,30,15-29,0.0,23.0,1-1,0.0,0.0,,,0.0,0.0,54.0,2.0,12.0,188.0,1.0,,2.0,32:48,0.0,22.0,2.0,3.0,40.0,1.0,181.0,5.0,47.0,9.0,6-15,,5-50,369.0,0.0,6.5,4.5,15,29,0.5172413793103449,1,1,1.0,32,48,1968,6,15,0.4,5,50,1
401404013,Washington,Pac-12,home,49,36-44,0.0,31.0,0-2,0.0,0.0,,,0.0,0.0,44.0,2.0,7.0,516.0,0.0,,4.0,31:15,0.0,10.0,1.0,0.0,29.0,3.0,79.0,4.0,40.0,5.0,6-10,,4-43,595.0,0.0,11.7,2.7,36,44,0.8181818181818182,0,2,0.0,31,15,1875,6,10,0.6,4,43,1
401404014,Colorado,Pac-12,home,20,22-34,0.0,17.0,0-1,2.0,2.0,0.0,0.0,1.0,0.0,32.0,1.0,8.0,210.0,4.0,1.0,1.0,29:54,0.0,15.0,2.0,7.0,35.0,1.0,118.0,2.0,49.0,10.0,8-17,3.0,6-75,328.0,3.0,6.2,3.4,22,34,0.6470588235294118,0,1,0.0,29,54,1794,8,17,0.47058823529411764,6,75,0
401404015,Oregon State,Pac-12,home,24,12-24,0.0,20.0,1-1,0.0,0.0,0.0,0.0,1.0,0.0,60.0,1.0,6.0,141.0,10.0,1.0,1.0,34:55,0.0,8.0,2.0,8.0,47.0,2.0,203.0,6.0,34.0,9.0,6-15,2.0,2-10,344.0,1.0,5.9,4.3,12,24,0.5,1,1,1.0,34,55,2095,6,15,0.4,2,10,1
401404016,Notre Dame,FBS Independents,home,14,13-27,0.0,16.0,2-4,2.0,0.0,,,0.0,,,,2.0,151.0,1.0,,1.0,23:53,0.0,7.0,1.0,3.0,34.0,1.0,150.0,1.0,40.0,3.0,3-12,3.0,3-20,301.0,2.0,5.6,4.4,13,27,0.48148148148148145,2,4,0.5,23,53,1433,3,12,0.25,3,20,0
401404017,Utah,Pac-12,home,43,31-45,0.0,31.0,3-3,1.0,0.0,,,0.0,,,,5.0,424.0,7.0,,2.0,31:50,0.0,23.0,1.0,0.0,32.0,4.0,138.0,4.0,38.0,5.0,7-13,1.0,5-42,562.0,1.0,9.4,4.3,31,45,0.6888888888888889,3,3,1.0,31,50,1910,7,13,0.5384615384615384,5,42,1
401404018,Stanford,Pac-12,home,15,33-58,0.0,28.0,0-1,0.0,0.0,0.0,0.0,1.0,0.0,48.0,2.0,15.0,320.0,3.0,1.0,0.0,31:38,0.0,5.0,1.0,4.0,25.0,0.0,78.0,4.0,29.0,10.0,9-19,1.0,6-60,398.0,1.0,5.5,3.1,33,58,0.5689655172413793,0,1,0.0,31,38,1898,9,19,0.47368421052631576,6,60,0
401404019,California,Pac-12,home,21,21-34,0.0,18.0,2-3,0.0,0.0,,,0.0,0.0,22.0,3.0,3.0,245.0,3.0,,3.0,24:35,0.0,0.0,1.0,1.0,31.0,0.0,61.0,2.0,44.0,2.0,6-15,1.0,2-15,306.0,0.0,7.2,2.0,21,34,0.6176470588235294,2,3,0.6666666666666666,24,35,1475,6,15,0.4,2,15,0
401404020,Oregon State,Pac-12,home,42,14-22,1.0,26.0,1-2,1.0,4.0,1.0,42.0,0.0,0.0,46.0,2.0,6.0,202.0,3.0,2.0,2.0,34:21,0.0,23.0,1.0,6.0,44.0,3.0,270.0,1.0,27.0,5.0,7-11,1.0,10-87,472.0,1.0,9.2,6.1,14,22,0.6363636363636364,1,2,0.5,34,21,2061,7,11,0.6363636363636364,10,87,1
401404021,Oregon,Pac-12,home,45,22-28,0.0,31.0,3-3,0.0,0.0,0.0,0.0,0.0,0.0,77.0,4.0,9.0,283.0,4.0,1.0,5.0,33:27,,,,1.0,46.0,1.0,262.0,0.0,33.0,3.0,6-12,,8-50,545.0,0.0,10.1,5.7,22,28,0.7857142857142857,3,3,1.0,33,27,2007,6,12,0.5,8,50,1
401404022,Arizona,Pac-12,home,37,26-43,0.0,28.0,1-2,0.0,0.0,,,1.0,0.0,26.0,2.0,11.0,380.0,3.0,,3.0,29:09,,,,2.0,26.0,1.0,163.0,0.0,46.0,1.0,6-13,,8-76,543.0,1.0,8.8,6.3,26,43,0.6046511627906976,1,2,0.5,29,9,1749,6,13,0.46153846153846156,8,76,0
401404023,Colorado,Pac-12,home,34,13-34,1.0,20.0,1-1,0.0,0.0,0.0,2.0,1.0,0.0,71.0,3.0,10.0,222.0,3.0,1.0,2.0,26:39,1.0,131.0,4.0,3.0,35.0,1.0,137.0,0.0,46.0,5.0,9-18,1.0,4-30,359.0,1.0,6.5,3.9,13,34,0.38235294117647056,1,1,1.0,26,39,1599,9,18,0.5,4,30,1
401404024,California,Pac-12,home,24,28-44,0.0,21.0,2-2,0.0,0.0,0.0,26.0,2.0,,,,6.0,328.0,1.0,2.0,3.0,28:02,,,,0.0,26.0,0.0,74.0,0.0,35.0,4.0,4-15,1.0,5-30,402.0,2.0,7.5,2.8,28,44,0.6363636363636364,2,2,1.0,28,2,1682,4,15,0.26666666666666666,5,30,0
401404025,UCLA,Pac-12,home,38,18-29,0.0,26.0,5-5,1.0,0.0,0.0,5.0,0.0,,,,8.0,199.0,1.0,1.0,0.0,28:33,0.0,8.0,3.0,4.0,45.0,5.0,324.0,4.0,36.0,6.0,5-15,3.0,6-50,523.0,1.0,6.9,7.2,18,29,0.6206896551724138,5,5,1.0,28,33,1713,5,15,0.3333333333333333,6,50,1
401404026,Washington State,Pac-12,home,17,27-31,0.0,14.0,0-2,2.0,2.0,,,0.0,0.0,79.0,3.0,5.0,222.0,7.0,,1.0,24:53,0.0,0.0,1.0,2.0,19.0,1.0,42.0,1.0,35.0,7.0,3-10,3.0,8-52,264.0,2.0,7.2,2.2,27,31,0.8709677419354839,0,2,0.0,24,53,1493,3,10,0.3,8,52,1
401404027,Utah,Pac-12,home,45,13-25,0.0,27.0,1-1,2.0,8.0,,,0.0,,,,9.0,151.0,7.0,,1.0,37:59,0.0,12.0,3.0,0.0,55.0,5.0,306.0,3.0,30.0,4.0,8-12,3.0,1-15,457.0,2.0,6.0,5.6,13,25,0.52,1,1,1.0,37,59,2279,8,12,0.6666666666666666,1,15,1
401404028,Arizona State,Pac-12,home,36,38-49,0.0,30.0,2-2,0.0,1.0,0.0,6.0,1.0,0.0,49.0,2.0,8.0,349.0,1.0,1.0,2.0,36:12,,,,2.0,31.0,2.0,119.0,2.0,42.0,5.0,5-13,0.0,6-65,468.0,1.0,7.1,3.8,38,49,0.7755102040816326,2,2,1.0,36,12,2172,5,13,0.38461538461538464,6,65,1
401404029,USC,Pac-12,home,41,26-41,0.0,24.0,1-1,1.0,0.0,0.0,12.0,0.0,0.0,66.0,3.0,5.0,360.0,4.0,1.0,4.0,28:00,0.0,16.0,3.0,3.0,28.0,2.0,155.0,3.0,46.0,9.0,5-12,1.0,5-36,515.0,1.0,8.8,5.5,26,41,0.6341463414634146,1,1,1.0,28,0,1680,5,12,0.4166666666666667,5,36,1
401404030,Colorado,Pac-12,home,10,17-34,0.0,20.0,0-3,1.0,0.0,,,2.0,0.0,37.0,2.0,4.0,247.0,1.0,,1.0,31:24,,,,2.0,36.0,0.0,120.0,0.0,44.0,3.0,8-15,5.0,6-47,367.0,3.0,7.3,3.3,17,34,0.5,0,3,0.0,31,24,1884,8,15,0.5333333333333333,6,47,0
401404031,Washington,Pac-12,home,24,30-52,0.0,24.0,1-2,0.0,1.0,,,1.0,0.0,80.0,3.0,6.0,298.0,1.0,,1.0,28:14,0.0,23.0,1.0,0.0,24.0,2.0,100.0,1.0,42.0,3.0,11-18,1.0,9-97,398.0,1.0,5.7,4.2,30,52,0.5769230769230769,1,2,0.5,28,14,1694,11,18,0.6111111111111112,9,97,1
401404032,Stanford,Pac-12,home,14,25-42,0.0,19.0,0-2,4.0,0.0,,,0.0,0.0,152.0,8.0,2.0,266.0,4.0,,0.0,29:49,0.0,10.0,1.0,3.0,28.0,2.0,71.0,0.0,33.0,5.0,4-12,5.0,5-35,337.0,4.0,6.3,2.5,25,42,0.5952380952380952,0,2,0.0,29,49,1789,4,12,0.3333333333333333,5,35,0
401404033,USC,Pac-12,home,55,20-33,0.0,27.0,0-1,0.0,1.0,0.0,0.0,1.0,0.0,115.0,4.0,9.0,346.0,2.0,1.0,4.0,34:30,0.0,19.0,4.0,1.0,41.0,3.0,185.0,3.0,40.0,5.0,9-12,2.0,8-82,531.0,1.0,10.5,4.5,20,33,0.6060606060606061,0,1,0.0,34,30,2070,9,12,0.75,8,82,1
401404034,UCLA,Pac-12,home,28,26-39,0.0,26.0,2-5,1.0,0.0,,,0.0,0.0,99.0,5.0,4.0,245.0,1.0,,1.0,25:40,,,,1.0,37.0,3.0,220.0,3.0,41.0,5.0,4-12,1.0,4-23,465.0,1.0,6.3,5.9,26,39,0.6666666666666666,2,5,0.4,25,40,1540,4,12,0.3333333333333333,4,23,0
401404035,Washington State,Pac-12,home,28,22-37,0.0,18.0,1-3,0.0,0.0,0.0,28.0,0.0,0.0,20.0,1.0,2.0,219.0,4.0,1.0,1.0,26:47,0.0,32.0,5.0,5.0,35.0,3.0,137.0,4.0,36.0,6.0,5-14,1.0,4-30,356.0,0.0,5.9,3.9,22,37,0.5945945945945946,1,3,0.3333333333333333,26,47,1607,5,14,0.35714285714285715,4,30,1
