game_id,school,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
401416653,Kent State,Mid-American,away,30,14-34,0,19,4-5,0,1,,,1,0,14,1,4,150,4,,1,21:57,0,19,1,1,45,3,214,3,48,6,5-18,0,5-35,364,1,4.4,4.8
401418597,Harvard,Ivy,home,21,19-34,,20,1-2,2,0,,,0,0,106,4,3,262,,,1,27:29,0,8,1,,31,2,104,,,,3-11,2,10-90,366,2,7.7,3.4
401418597,Holy Cross,Patriot,away,30,17-31,,22,0-1,0,2,,,0,0,23,2,12,300,,,2,32:31,0,8,2,,33,1,147,,,,7-15,0,7-60,447,0,9.7,4.5
401418598,Harvard,Ivy,away,41,17-27,,21,0-1,0,0,0,9,0,0,42,3,11,232,,2,2,30:08,0,1,1,,43,3,144,,,,8-15,,5-50,376,0,8.6,3.3
401418598,Howard,MEAC,home,25,23-32,,19,1-2,0,0,,,2,0,51,3,5,268,,,2,29:52,0,1,1,,30,1,95,,,,5-14,,2-15,363,2,8.4,3.2
401418599,Harvard,Ivy,home,10,21-36,,18,0-2,1,0,,,2,0,121,6,4,191,,,1,23:05,,,,,25,0,112,,,,3-11,2,4-15,303,3,5.3,4.5
401418599,Princeton,Ivy,away,37,18-27,,22,2-3,0,1,0,0,0,,,,7,278,,2,3,36:55,0,1,2,,46,2,191,,,,9-16,0,4-30,469,0,10.3,4.2
401418600,Dartmouth,Ivy,home,13,20-38,,19,0-1,0,0,0,3,1,0,21,1,1,214,,1,0,26:10,0,2,1,,25,2,90,,,,6-14,,3-25,304,1,5.6,3.6
401418600,Harvard,Ivy,away,28,11-17,,21,1-2,0,0,0,3,1,0,67,3,4,195,,1,1,33:50,0,6,2,,49,3,257,,,,6-13,,10-70,452,1,11.5,5.2
401418601,Harvard,Ivy,away,37,29-38,,27,1-2,0,1,,,0,0,59,3,13,316,,,4,36:53,0,55,5,,37,0,142,,,,7-14,,5-50,458,0,8.3,3.8
401418601,Pennsylvania,Ivy,home,14,25-36,,14,0-1,1,0,,,0,0,14,1,2,277,,,1,23:07,,,,,15,1,9,,,,5-11,1,4-37,286,1,7.7,0.6
401418602,Harvard,Ivy,home,14,15-33,,12,0-1,0,1,,,4,0,61,4,2,229,,,2,19:33,0,6,3,,24,0,59,,,,2-12,1,2-10,288,4,6.9,2.5
401418602,Yale,Ivy,away,19,15-28,,19,0-0,1,0,0,36,0,,,,7,144,,4,1,40:27,,,,,51,1,219,,,,6-17,1,5-38,363,1,5.1,4.3
401418603,Dartmouth,Ivy,home,35,8-10,,27,0-0,1,0,,,0,,,,5,85,,,0,29:15,,,,,45,5,308,,,,5-7,1,7-63,393,1,8.5,6.8
401418603,Valparaiso,Pioneer,away,13,21-35,,16,0-2,0,1,,,0,0,130,6,7,189,,,0,30:45,,,,,25,1,74,,,,7-14,0,11-113,263,0,5.4,3.0
401418604,Dartmouth,Ivy,away,31,8-16,,21,0-2,0,0,0,0,2,,,,7,120,,1,1,30:14,0,21,1,,50,3,393,,,,4-12,,4-45,513,2,7.5,7.9
401418604,Sacred Heart,NEC,home,38,34-41,,26,0-0,0,0,0,1,1,0,72,4,8,293,,2,1,29:46,0,60,2,,39,4,134,,,,6-13,1,2-15,427,1,7.1,3.4
401418605,Dartmouth,Ivy,home,17,12-23,,19,0-0,0,0,,,0,,,,5,78,,,0,31:28,0,0,1,,46,2,193,,,,7-16,2,5-25,271,0,3.4,4.2
401418605,Pennsylvania,Ivy,away,23,25-38,,17,2-5,0,0,,,0,,,,5,204,,,1,28:32,0,17,3,,38,2,139,,,,5-16,2,6-53,343,0,5.4,3.7
401418606,Dartmouth,Ivy,away,21,28-45,,15,3-3,1,0,0,56,1,0,19,1,3,248,,1,2,23:40,,,,,15,1,20,,,,8-17,2,5-35,268,2,5.5,1.3
401418606,Yale,Ivy,home,24,19-22,,26,1-2,0,1,0,2,1,0,0,1,6,170,,1,1,36:20,,,,,51,2,270,,,,6-14,0,8-55,440,1,7.7,5.3
401418607,Dartmouth,Ivy,home,0,14-27,,11,0-1,1,0,0,0,1,0,33,2,,140,,1,0,21:02,,,,,20,0,58,,,,2-10,2,7-60,198,2,5.2,2.9
401418607,New Hampshire,CAA,away,14,20-29,,23,1-2,0,1,0,0,1,0,34,1,2,217,,1,1,38:58,0,28,3,,43,1,146,,,,9-16,3,3-20,363,1,7.5,3.4
401418608,Dartmouth,Ivy,away,14,21-30,,20,1-1,0,1,,,0,,,,2,190,,,1,23:37,0,0,2,,24,1,66,,,,3-10,0,1-5,256,0,6.3,2.8
401418608,Princeton,Ivy,home,17,31-40,,24,1-3,1,0,,,0,,,,5,264,,,0,36:23,0,-1,1,,38,2,112,,,,10-16,1,3-35,376,1,6.6,2.9
401418609,Austin Peay,Atlantic Sun,home,63,24-42,,36,1-2,0,1,,,0,0,20,1,9,301,,,5,30:16,0,50,3,,51,4,308,,,,14-18,,6-65,609,0,7.2,6.0
401418609,Presbyterian College,Pioneer,away,0,9-21,,9,0-3,1,0,,,0,0,52,3,,130,,,0,29:44,,,,,36,0,89,,,,3-15,1,5-41,219,1,6.2,2.5
401418630,Austin Peay,Atlantic Sun,home,41,25-38,,26,1-2,0,0,0,9,0,0,22,1,11,383,,2,5,31:10,0,27,4,,37,0,129,,,,7-16,1,15-176,512,0,10.1,3.5
401418630,Mississippi Valley State,SWAC,away,0,8-31,,12,1-2,0,0,,,2,0,30,3,0,50,,,0,28:50,0,-5,2,,33,0,71,,,,3-16,1,8-67,121,2,1.6,2.2
401418631,Alabama A&M,SWAC,home,3,16-35,,18,1-5,1,1,,,2,0,45,2,3,195,,,0,34:50,0,6,1,,40,0,88,,,,4-14,1,7-67,283,3,5.6,2.2
401418631,Austin Peay,Atlantic Sun,away,28,7-22,,18,1-2,1,1,0,4,0,0,36,2,4,100,,2,2,25:10,0,-1,1,,45,1,215,,,,8-16,1,8-88,315,1,4.5,4.8
401418632,Austin Peay,Atlantic Sun,home,31,17-33,,24,1-2,0,0,0,-8,2,0,100,5,7,172,,1,1,32:43,0,50,2,,53,3,322,,,,11-20,,2-30,494,2,5.2,6.1
401418632,Eastern Kentucky,Atlantic Sun,away,20,21-36,,16,0-1,0,0,1,44,1,0,30,2,8,213,,2,1,27:17,0,28,1,,24,0,116,,,,3-14,,1-5,329,1,5.9,4.8
401418633,Austin Peay,Atlantic Sun,away,20,29-45,,21,1-5,1,0,0,0,1,0,47,2,8,248,,1,0,35:31,0,92,1,,38,1,45,,,,4-14,2,4-40,293,2,5.5,1.2
401418633,Central Arkansas,Atlantic Sun,home,49,20-31,,16,1-2,0,1,0,0,1,0,35,1,7,261,,1,4,24:29,0,81,2,,28,2,50,,,,6-14,0,6-63,311,1,8.4,1.8
401418634,Austin Peay,Atlantic Sun,home,52,24-37,,24,3-3,1,0,,,1,0,110,3,10,356,,,3,30:13,0,2,3,,33,3,214,,,,3-13,2,11-105,570,2,9.6,6.5
401418634,Murray State,OVC,away,17,20-40,,13,0-2,0,2,0,0,0,0,58,4,5,185,,1,1,29:47,0,25,2,,27,1,34,,,,2-15,0,7-65,219,0,4.6,1.3
401418635,Austin Peay,Atlantic Sun,away,38,19-31,,24,1-2,0,0,0,35,0,0,40,2,8,326,,1,3,23:47,0,9,1,,38,2,218,,,,3-12,1,5-43,544,0,10.5,5.7
401418635,North Alabama,Atlantic Sun,home,35,20-35,,22,4-4,0,0,,,1,0,45,2,5,203,,,2,36:13,,,,,44,3,260,,,,8-19,2,7-75,463,1,5.8,5.9
401418636,Austin Peay,Atlantic Sun,away,31,21-29,,24,1-1,1,4,0,45,1,0,16,1,7,204,,3,0,26:24,0,0,1,,37,4,200,,,,6-11,2,9-65,404,2,7.0,5.4
401418636,Kennesaw State,Atlantic Sun,home,14,8-19,,17,2-3,2,2,0,0,3,0,104,4,2,108,,1,0,33:36,0,0,1,,51,2,158,,,,4-17,4,3-40,266,5,5.7,3.1
401418637,Charleston Southern,Big South,away,17,21-39,,18,3-5,0,1,0,26,2,0,56,3,5,257,,1,2,28:20,0,4,2,,32,0,68,,,,2-14,0,1-5,325,2,6.6,2.1
401418637,Eastern Kentucky,Atlantic Sun,home,40,20-29,,18,1-1,0,0,0,0,1,0,15,2,10,352,,2,4,31:40,0,55,2,,35,1,96,,,,7-13,,6-60,448,1,12.1,2.7
401418638,Eastern Kentucky,Atlantic Sun,home,35,21-26,,24,0-1,0,0,,,1,0,34,2,5,331,,,1,30:05,0,48,2,,39,4,180,,,,4-8,,5-65,511,1,12.7,4.6
401418638,Southern Utah,Western Athletic,away,28,22-30,,21,1-2,0,0,0,6,0,0,67,3,4,256,,1,2,29:55,0,7,1,,35,2,163,,,,6-13,,5-50,419,0,8.5,4.7
401418639,Eastern Kentucky,Atlantic Sun,home,17,21-37,,18,0-0,2,0,,,0,0,84,3,5,234,,,2,24:42,0,2,1,,25,0,104,,,,4-13,2,7-45,338,2,6.3,4.2
401418639,Sam Houston State,Western Athletic,away,25,13-33,,19,0-1,0,3,,,0,0,42,2,13,127,,,1,34:30,0,20,1,,45,0,194,,,,9-19,1,5-38,321,0,3.8,4.3
401418640,Eastern Kentucky,Atlantic Sun,home,56,22-33,,24,0-0,0,0,0,0,0,0,77,2,8,310,,1,5,25:26,0,36,1,,30,3,158,,,,8-11,1,3-45,468,0,9.4,5.3
401418640,North Alabama,Atlantic Sun,away,53,17-26,,31,1-1,0,0,,,1,0,43,2,9,215,,,3,34:34,,,,,50,4,356,,,,7-11,,6-55,571,1,8.3,7.1
401418641,Eastern Kentucky,Atlantic Sun,away,28,35-42,,20,0-1,0,1,0,7,0,0,0,1,8,398,,2,1,33:33,,,,,25,2,61,,,,7-12,0,3-35,459,0,9.5,2.4
401418641,Southeast Missouri State,OVC,home,23,27-46,,27,0-1,1,0,,,2,0,66,3,11,375,,,1,26:27,0,22,1,,26,1,145,,,,6-11,1,3-22,520,3,8.2,5.6
401418642,Central Arkansas,Atlantic Sun,away,14,13-33,,19,0-3,0,0,0,0,2,0,33,3,2,157,,1,1,24:25,,,,,31,1,171,,,,4-12,1,6-67,328,2,4.8,5.5
401418642,Eastern Kentucky,Atlantic Sun,home,42,19-29,,25,0-1,1,0,0,67,1,,,,6,253,,2,3,35:35,0,4,1,,42,3,230,,,,7-12,1,3-30,483,2,8.7,5.5
401418643,Eastern Kentucky,Atlantic Sun,home,45,25-35,,22,0-0,0,1,,,0,,,,7,427,,,5,26:42,,,,,24,1,137,,,,5-9,1,7-60,564,0,12.2,5.7
401418643,Kennesaw State,Atlantic Sun,away,38,5-15,,29,1-2,1,0,,,0,0,76,4,8,112,,,1,33:18,,,,,58,4,439,,,,4-10,4,10-55,551,1,7.5,7.6
401418645,Kennesaw State,Atlantic Sun,away,17,5-13,,20,2-3,0,2,,,1,0,15,1,5,135,,,0,39:06,,,,,62,2,193,,,,9-18,3,5-34,328,1,10.4,3.1
401418645,Samford,Southern,home,27,18-24,,21,0-0,2,0,0,0,0,0,61,2,3,289,,1,4,20:54,0,20,1,,32,0,113,,,,8-11,2,3-30,402,2,12.0,3.5
401418646,Kennesaw State,Atlantic Sun,home,40,13-18,,27,3-3,2,2,0,0,0,0,45,2,10,172,,2,2,34:13,,,,,69,3,277,,,,10-21,2,5-48,449,2,9.6,4.0
401418646,North Alabama,Atlantic Sun,away,34,15-27,,19,0-1,1,4,,,2,0,35,2,10,326,,,3,25:47,0,9,1,,36,1,68,,,,4-11,1,9-63,394,3,12.1,1.9
401418647,Central Arkansas,Atlantic Sun,away,51,24-33,,31,1-1,1,0,0,40,2,0,5,1,15,347,,1,3,29:07,0,75,3,,37,3,196,,,,4-9,2,5-50,543,3,10.5,5.3
401418647,Kennesaw State,Atlantic Sun,home,24,14-30,,20,1-2,0,1,0,-6,1,0,115,6,6,211,,2,1,30:53,,,,,45,2,181,,,,5-16,0,4-42,392,1,7.0,4.0
401418648,Kennesaw State,Atlantic Sun,home,33,15-24,,29,0-1,0,2,0,6,0,0,38,2,9,224,,1,1,32:19,0,9,3,,57,3,269,,,,8-16,2,4-50,493,0,9.3,4.7
401418648,Tennessee Tech,OVC,away,30,18-30,,19,0-1,0,0,,,1,0,30,1,12,264,,,3,27:41,0,13,1,,34,0,111,,,,4-12,,5-51,375,1,8.8,3.3
401418649,Charleston Southern,Big South,away,20,30-40,,17,0-2,1,0,1,25,1,0,38,3,2,215,,1,0,26:14,,,,,27,2,76,,,,4-12,1,5-43,291,2,5.4,2.8
401418649,Kennesaw State,Atlantic Sun,home,30,11-25,,17,1-4,0,1,0,35,1,0,50,3,12,158,,1,1,33:46,0,117,4,,51,2,167,,,,7-18,1,1-5,325,1,6.3,3.3
401418650,Kennesaw State,Atlantic Sun,away,44,3-8,,19,4-6,2,0,1,159,0,0,109,5,8,123,,5,2,36:00,0,22,2,,69,3,268,,,,8-18,2,3-20,391,2,15.4,3.9
401418650,UT Martin,OVC,home,27,28-46,,19,0-0,0,2,,,5,0,97,2,9,286,,,2,24:00,0,8,2,,19,1,87,,,,6-14,1,4-36,373,5,6.2,4.6
401418776,Indiana State,MVFC,home,17,16-30,,11,0-0,1,0,0,10,2,0,47,2,9,141,,2,1,24:25,0,9,1,,31,0,135,,,,2-15,1,7-70,276,3,4.7,4.4
401418776,North Alabama,Atlantic Sun,away,14,15-31,,17,0-2,0,1,0,49,2,0,11,1,2,148,,2,1,35:35,,,,,49,1,8,,,,7-19,0,14-112,156,2,4.8,0.2
401418777,North Alabama,Atlantic Sun,home,49,7-22,,17,1-1,0,2,0,0,0,0,27,2,7,96,,2,1,24:51,0,2,2,,41,6,369,,,,4-12,0,6-60,465,0,4.4,9.0
401418777,UVA-Wise,South Atlantic,away,17,26-40,,17,2-4,1,0,,,2,0,85,5,5,272,,,1,35:09,,,,,38,1,69,,,,8-22,2,1-15,341,3,6.8,1.8
401418778,Chattanooga,Southern,home,41,22-31,,25,0-0,0,0,0,0,1,0,36,2,,303,,1,3,35:11,0,53,2,,40,2,166,,,,7-11,,9-91,469,1,9.8,4.2
401418778,North Alabama,Atlantic Sun,away,14,18-27,,15,0-1,0,0,0,0,1,0,14,1,,250,,1,2,24:49,,,,,23,0,60,,,,4-11,,6-38,310,1,9.3,2.6
401418779,North Alabama,Atlantic Sun,home,28,13-22,,18,0-1,0,0,0,0,1,0,75,4,4,228,,1,1,21:15,,,,,35,3,208,,,,5-11,1,8-90,436,1,10.4,5.9
401418779,Tarleton State,Western Athletic,away,43,18-29,,30,0-0,0,0,0,23,1,0,0,1,11,316,,1,4,38:45,0,23,2,,51,1,270,,,,4-10,,3-30,586,1,10.9,5.3
401418780,Central Arkansas,Atlantic Sun,home,64,15-24,,23,2-2,1,1,0,10,0,1,97,3,14,277,,1,2,30:21,0,3,3,,41,5,456,,,,4-12,4,7-79,733,1,11.5,11.1
401418780,North Alabama,Atlantic Sun,away,29,10-28,,17,2-3,1,1,,,1,0,31,3,3,114,,,2,29:39,0,12,1,,43,2,278,,,,4-15,1,2-10,392,2,4.1,6.5
401418781,North Alabama,Atlantic Sun,home,27,21-36,,26,1-3,0,0,,,0,0,29,4,9,333,,,2,31:04,,,,,40,1,172,,,,12-18,1,4-30,505,0,9.3,4.3
401418781,Tennessee Tech,OVC,away,35,15-22,,24,1-1,0,0,,,0,0,37,2,5,186,,,1,28:56,,,,,34,4,268,,,,6-10,,3-15,454,0,8.5,7.9
401418782,Abilene Christian,Western Athletic,home,28,22-39,,25,0-1,0,1,,,0,0,24,1,4,258,,,2,40:20,,,,,44,2,186,,,,9-18,1,8-63,444,0,6.6,4.2
401418782,Lamar,Southland,away,14,8-24,,7,1-4,1,0,,,0,0,17,1,2,204,,,2,19:40,0,7,2,,23,0,68,,,,3-13,1,7-53,272,1,8.5,3.0
401418783,Abilene Christian,Western Athletic,home,21,20-34,,19,0-0,0,0,0,0,3,0,14,1,3,225,,1,2,27:21,0,33,5,,30,1,110,,,,7-14,,5-42,335,3,6.6,3.7
401418783,Prairie View,SWAC,away,13,20-37,,20,1-2,0,0,0,29,1,,,,7,240,,3,1,32:39,0,3,1,,36,0,93,,,,6-16,,8-64,333,1,6.5,2.6
401418784,Abilene Christian,Western Athletic,home,34,22-38,,30,2-2,1,0,0,24,0,0,24,1,10,251,,1,2,39:53,0,38,5,,53,2,218,,,,6-17,3,5-52,469,1,6.6,4.1
401418784,Western New Mexico,Lone Star,away,7,21-44,,9,0-0,0,1,,,1,0,15,1,1,165,,,1,20:07,0,3,2,,11,0,2,,,,3-16,0,5-51,167,1,3.8,0.2
401418785,Abilene Christian,Western Athletic,away,26,15-35,,26,1-1,1,1,0,0,0,,,,8,240,,1,0,36:00,0,5,1,,50,3,200,,,,10-19,1,3-30,440,1,6.9,4.0
401418785,Utah Tech,Western Athletic,home,10,12-34,,15,1-2,1,1,,,1,0,9,1,4,121,,,0,24:00,0,19,1,,33,1,172,,,,4-15,1,7-50,293,2,3.6,5.2
401418787,Abilene Christian,Western Athletic,home,21,17-27,,17,1-2,0,0,0,37,0,0,45,2,3,162,,1,1,32:08,0,26,1,,42,2,118,,,,4-15,1,4-51,280,0,6.0,2.8
401418787,Southern Utah,Western Athletic,away,18,26-45,,17,2-6,0,0,,,1,0,33,1,4,289,,,2,27:52,0,59,6,,24,0,86,,,,2-14,1,5-28,375,1,6.4,3.6
401418789,Abilene Christian,Western Athletic,away,31,21-32,,14,0-0,0,0,,,2,0,208,6,7,239,,,3,21:57,,,,,15,1,122,,,,5-9,,10-93,361,2,7.5,8.1
401418789,North Dakota,MVFC,home,34,23-32,,27,0-0,0,0,0,16,0,0,68,2,10,292,,2,2,38:03,,,,,40,2,171,,,,5-11,,3-32,463,0,9.1,4.3
401418790,Abilene Christian,Western Athletic,away,45,30-48,,24,1-1,0,2,0,51,1,0,35,3,9,262,,2,4,38:43,0,10,3,,38,2,136,,,,7-18,0,5-50,398,1,5.5,3.6
401418790,Sam Houston State,Western Athletic,home,28,23-46,,16,0-1,2,0,0,0,2,0,26,3,2,319,,1,2,21:17,0,-3,1,,20,2,43,,,,7-15,2,5-30,362,4,6.9,2.2
401418791,Abilene Christian,Western Athletic,home,21,26-40,,14,1-3,0,1,,,0,0,78,3,3,320,,,3,25:20,,,,,16,0,44,,,,1-10,2,7-70,364,0,8.0,2.8
401418791,Stephen F. Austin,Western Athletic,away,24,26-37,,19,2-4,1,0,,,0,0,21,2,4,397,,,2,34:40,0,24,2,,36,1,83,,,,5-14,2,4-35,480,1,10.7,2.3
401418792,Houston Christian,Southland,home,20,26-47,,21,3-4,1,1,,,0,0,32,2,8,334,,,2,24:58,0,4,2,,30,0,50,,,,4-16,3,9-85,384,1,7.1,1.7
401418792,Lindenwood,OVC,away,21,21-34,,25,0-3,1,2,,,0,0,47,2,9,181,,,0,35:02,1,22,2,,42,1,178,,,,5-14,1,7-77,359,1,5.3,4.2
401418793,Houston Christian,Southland,away,0,23-36,0,8,0-1,0,0,0,0,1,0,38,2,,103,8,1,0,24:55,,,,3,19,0,39,3,45,6,4-15,1,8-75,142,1,2.9,2.1
401418793,Texas State,Sun Belt,home,34,27-41,0,28,3-3,0,0,0,0,1,,,,10,362,4,1,4,35:05,0,0,1,3,39,0,117,4,28,7,5-14,,6-45,479,1,8.8,3.0
401418798,Houston Christian,Southland,home,28,31-46,,19,1-1,3,0,0,-1,3,0,48,2,4,394,,2,3,28:54,,,,,36,1,53,,,,10-20,4,9-85,447,6,8.6,1.5
401418798,UT Martin,OVC,away,52,12-22,,17,0-1,0,3,0,20,2,0,19,2,10,171,,3,1,31:06,0,16,2,,42,5,346,,,,3-13,0,5-38,517,2,7.8,8.2
401418801,Houston Christian,Southland,away,7,19-36,,10,0-1,2,4,,,2,0,31,2,1,156,,,1,25:04,0,4,1,,27,0,-21,,,,2-16,2,8-69,135,4,4.3,-0.8
401418801,Tarleton State,Western Athletic,home,49,13-24,,22,0-1,2,4,2,56,0,0,48,2,7,207,,2,3,34:56,0,-8,1,,50,2,309,,,,6-12,5,5-65,516,2,8.6,6.2
401418802,Alcorn State,SWAC,away,30,15-27,,22,1-1,1,1,0,0,0,,,,12,189,,2,1,32:58,,,,,52,2,215,,,,5-16,1,3-45,404,1,7.0,4.1
401418802,McNeese,Southland,home,19,16-33,,18,0-1,1,1,,,2,0,50,6,5,260,,,1,27:02,0,-6,2,,32,1,88,,,,1-11,2,8-90,348,3,7.9,2.8
401418803,McNeese,Southland,home,32,10-16,,20,0-0,1,2,,,1,0,39,3,6,51,,,1,23:17,0,33,1,,33,2,350,,,,8-10,1,4-55,401,2,3.2,10.6
401418803,Mississippi College,Gulf South,away,17,3-11,,20,1-3,2,1,0,6,0,0,13,1,5,63,,1,1,36:43,,,,,53,1,261,,,,5-12,5,3-30,324,2,5.7,4.9
401418807,Eastern Illinois,OVC,away,15,17-30,,18,2-4,0,1,,,1,0,23,1,1,187,,,2,26:51,,,,,30,0,132,,,,4-12,1,1-0,319,1,6.2,4.4
401418807,McNeese,Southland,home,29,18-27,,24,1-1,1,1,0,0,0,0,39,2,11,268,,1,2,33:09,0,-2,1,,41,1,242,,,,6-13,3,2-25,510,1,9.9,5.9
401418810,Grambling,SWAC,away,47,14-25,,12,1-1,1,3,0,23,0,0,29,2,3,290,,2,3,18:42,0,-1,1,,25,3,145,,,,3-11,2,10-82,435,1,11.6,5.8
401418810,Northwestern State,Southland,home,21,26-45,,27,3-6,1,1,,,2,0,105,7,3,268,,,2,41:18,0,34,3,,44,1,157,,,,4-18,4,10-98,425,3,6.0,3.6
401418813,Eastern Illinois,OVC,home,35,6-9,,20,1-2,0,1,0,0,1,0,80,1,5,48,,2,1,35:54,,,,,61,4,340,,,,7-16,4,8-65,388,1,5.3,5.6
401418813,Northwestern State,Southland,away,27,37-59,,21,2-4,1,0,0,0,2,0,62,3,3,343,,1,2,24:06,0,10,2,,19,2,54,,,,5-15,3,4-20,397,3,5.8,2.8
401418814,Northwestern State,Southland,home,16,17-38,,21,0-2,1,0,,,1,0,25,2,4,305,,,2,21:18,,,,,27,0,104,,,,8-15,1,4-39,409,2,8.0,3.9
401418814,Southeast Missouri State,OVC,away,51,13-24,,28,2-2,0,1,0,11,0,0,14,1,15,201,,1,3,38:42,0,9,1,,54,3,418,,,,5-13,2,5-58,619,0,8.4,7.7
401418828,Illinois State,MVFC,home,28,14-22,,16,0-2,1,0,0,14,1,0,98,1,4,196,,3,2,26:09,0,-4,3,,38,1,129,,,,7-14,,8-79,325,2,8.9,3.4
401418828,Valparaiso,Pioneer,away,21,18-36,,20,1-2,0,1,0,0,3,0,97,5,3,191,,1,2,33:51,,,,,42,0,65,,,,5-16,0,8-85,256,3,5.3,1.5
401418829,Eastern Illinois,OVC,away,7,17-26,,16,0-0,2,0,0,12,3,0,104,6,1,127,,2,1,31:20,,,,,38,0,40,,,,5-13,4,8-67,167,5,4.9,1.1
401418829,Illinois State,MVFC,home,35,20-34,,21,0-0,0,4,2,47,2,,,,5,219,,3,2,28:40,0,11,2,,26,1,86,,,,7-14,0,8-60,305,2,6.4,3.3
401418830,Illinois State,MVFC,home,14,26-47,,19,1-4,0,0,,,0,0,65,3,2,243,,,2,27:18,,,,,30,0,80,,,,7-17,,5-40,323,0,5.2,2.7
401418830,Southern Illinois,MVFC,away,19,17-22,,18,1-1,0,0,,,0,0,16,2,1,164,,,0,32:42,,,,,42,3,158,,,,5-13,1,5-49,322,0,7.5,3.8
401418831,Illinois State,MVFC,away,23,29-41,,23,2-2,0,1,,,0,0,11,1,11,257,,,1,35:25,,,,,38,1,152,,,,13-20,0,3-20,409,0,6.3,4.0
401418831,Northern Iowa,MVFC,home,21,14-24,,19,2-3,1,0,,,0,0,60,4,3,212,,,1,24:35,0,0,1,,34,2,154,,,,5-11,1,2-10,366,1,8.8,4.5
401418832,Illinois State,MVFC,home,12,18-31,,16,1-1,0,0,,,0,,,,6,180,,,1,28:11,0,4,1,,34,0,84,,,,5-14,2,3-20,264,0,5.8,2.5
401418832,South Dakota,MVFC,away,10,9-16,,11,0-0,0,0,,,0,0,41,2,4,117,,,0,31:49,0,5,1,,34,1,132,,,,3-12,1,6-40,249,0,7.3,3.9
401418833,Illinois State,MVFC,away,27,24-38,,27,1-1,1,1,0,0,1,0,36,2,3,274,,1,2,34:04,0,-3,1,,47,2,199,,,,7-15,2,3-25,473,2,7.2,4.2
401418833,Indiana State,MVFC,home,21,14-35,,17,3-5,0,1,0,11,1,,,,3,201,,1,2,25:56,0,0,1,,36,1,134,,,,2-15,0,8-51,335,1,5.7,3.7
401418834,Illinois State,MVFC,away,7,16-22,,10,0-1,0,0,,,1,0,66,3,1,143,,,1,25:54,,,,,28,0,76,,,,6-13,,1-10,219,1,6.5,2.7
401418834,North Dakota State,MVFC,home,24,21-31,,21,0-0,0,0,0,37,0,0,23,1,6,181,,1,1,34:06,,,,,37,2,192,,,,12-17,1,4-25,373,0,5.8,5.2
401418835,Illinois State,MVFC,home,17,7-14,,16,3-3,1,2,,,0,0,15,2,5,103,,,0,31:22,0,9,1,,50,2,184,,,,4-15,1,5-39,287,1,7.4,3.7
401418835,Youngstown State,MVFC,away,19,10-22,,16,2-2,1,2,,,0,0,21,1,7,143,,,1,28:38,0,1,3,,37,1,154,,,,1-12,1,5-40,297,1,6.5,4.2
401418836,Illinois State,MVFC,away,7,9-20,,7,0-0,0,1,0,0,1,0,65,3,1,55,,1,0,20:26,1,18,1,,22,0,45,,,,2-12,0,4-22,100,1,2.8,2.0
401418836,South Dakota State,MVFC,home,31,20-29,,23,2-2,1,0,0,-2,1,,,,11,283,,1,1,39:34,0,0,1,,43,2,148,,,,7-14,1,5-40,431,2,9.8,3.4
401418837,Illinois State,MVFC,home,20,13-22,,19,0-0,1,1,1,36,1,0,48,3,2,77,,1,0,30:19,0,0,1,,43,2,146,,,,8-15,2,2-15,223,2,3.5,3.4
401418837,Western Illinois,MVFC,away,13,5-13,,15,2-3,0,4,0,2,1,0,23,2,7,30,,1,0,29:41,0,6,2,,61,1,232,,,,6-19,2,6-48,262,1,2.3,3.8
401418838,Indiana State,MVFC,away,14,19-30,,20,3-4,0,0,0,35,1,,,,6,205,,1,0,35:02,0,6,1,,39,1,103,,,,7-16,1,4-35,308,1,6.8,2.6
401418838,Northern Iowa,MVFC,home,20,14-24,,23,0-0,0,0,0,0,1,,,,8,180,,1,1,24:58,,,,,31,1,141,,,,5-9,,5-30,321,1,7.5,4.5
401418839,Indiana State,MVFC,home,26,12-26,,16,1-1,0,3,,,0,0,44,2,2,162,,,2,22:32,,,,,29,2,178,,,,5-13,1,0-0,340,0,6.2,6.1
401418839,North Dakota State,MVFC,away,31,21-27,,26,3-3,3,0,,,0,0,50,3,7,210,,,1,37:28,0,-6,2,,48,3,312,,,,7-15,4,5-45,522,3,7.8,6.5
401418840,Indiana State,MVFC,away,42,15-29,,22,0-2,1,0,,,0,0,78,3,6,311,,,3,23:26,0,-1,1,,27,3,187,,,,4-11,1,1-5,498,1,10.7,6.9
401418840,Youngstown State,MVFC,home,48,14-26,,28,0-0,0,0,,,0,0,139,3,12,223,,,1,36:34,0,1,2,,54,4,313,,,,10-16,1,5-45,536,0,8.6,5.8
401418842,Indiana State,MVFC,home,7,14-26,,14,0-2,1,0,,,1,0,0,1,1,139,,,0,24:50,0,3,1,,32,1,126,,,,6-14,1,1-9,265,2,5.3,3.9
