collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,location,nickname,displayName,logo,img,link,playerId,defensive_PD,defensive_QB HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,fumbles_FUM,fumbles_LOST,fumbles_REC,interceptions_AVG,interceptions_INT,interceptions_TD,interceptions_YDS,kickReturns_AVG,kickReturns_LONG,kickReturns_NO,kickReturns_TD,kickReturns_YDS,kicking_FGA,kicking_FGM,kicking_LONG,kicking_PCT,kicking_PTS,kicking_XPA,kicking_XPM,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,puntReturns_AVG,puntReturns_LONG,puntReturns_NO,puntReturns_TD,puntReturns_YDS,punting_In 20,punting_LONG,punting_NO,punting_TB,punting_YDS,punting_YPP,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
4426349,105673,61,Georgia,SEC,Jacksonville,2022,1,1,1,Travon Walker,Defensive End,77.0,272.0,2.0,2.0,93.0,Jacksonville,Jaguars,Jacksonville Jaguars,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,jacksonville_jaguars,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/jacksonville_jaguars.png,4426349.0,2.0,6.0,6.0,19.0,0.0,7.5,37.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243256,105546,254,Utah,Pac-12,Jacksonville,2022,27,1,27,Devin Lloyd,Inside Linebacker,75.0,237.0,20.0,2.0,91.0,Jacksonville,Jaguars,Jacksonville Jaguars,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,jacksonville_jaguars,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/jacksonville_jaguars.png,4243256.0,6.0,2.0,8.0,66.0,2.0,22.0,111.0,0.0,0.0,2.0,9.0,4.0,2.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035048,106034,96,Kentucky,SEC,Jacksonville,2022,65,3,1,Luke Fortner,Center,76.0,307.0,127.0,4.0,67.0,Jacksonville,Jaguars,Jacksonville Jaguars,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,jacksonville_jaguars,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/jacksonville_jaguars.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361707,105914,2751,Wyoming,Mountain West,Jacksonville,2022,70,3,6,Chad Muma,Inside Linebacker,75.0,239.0,68.0,6.0,79.0,Jacksonville,Jaguars,Jacksonville Jaguars,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,jacksonville_jaguars,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/jacksonville_jaguars.png,4361707.0,1.0,2.0,1.5,92.0,3.0,9.0,152.0,0.0,0.0,1.0,22.7,3.0,2.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567246,106128,145,Ole Miss,SEC,Jacksonville,2022,154,5,11,Snoop Conner,Running Back,70.0,222.0,228.0,19.0,49.0,Jacksonville,Jaguars,Jacksonville Jaguars,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,jacksonville_jaguars,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/jacksonville_jaguars.png,4567246.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,0.0,82.0,5.9,130.0,51.0,13.0,647.0,5.0
4400960,105945,2888,Ouachita Baptist,Great American,Jacksonville,2022,197,6,19,Gregory Junior,Cornerback,,,366.0,45.0,30.0,Jacksonville,Jaguars,Jacksonville Jaguars,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,jacksonville_jaguars,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/jacksonville_jaguars.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242149,106111,8,Arkansas,SEC,Jacksonville,2022,222,7,1,Montaric Brown,Cornerback,72.0,196.0,315.0,41.0,36.0,Jacksonville,Jaguars,Jacksonville Jaguars,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/jax.png,jacksonville_jaguars,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/jacksonville_jaguars.png,4242149.0,6.0,0.0,0.0,24.0,0.0,1.0,54.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372099,105537,130,Michigan,Big Ten,Detroit,2022,2,1,2,Aidan Hutchinson,Defensive End,79.0,260.0,1.0,1.0,94.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,4372099.0,3.0,12.0,14.0,36.0,0.0,16.5,62.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426388,105553,333,Alabama,SEC,Detroit,2022,12,1,12,Jameson Williams,Wide Receiver,74.0,179.0,13.0,3.0,92.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,4426388.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,,,,,35.2,100.0,10.0,2.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,79.0,15.0,1572.0,19.9,3.0,18.0,0.0,23.0,7.7
4259994,105703,96,Kentucky,SEC,Detroit,2022,46,2,14,Josh Paschal,Defensive End,75.0,268.0,52.0,8.0,85.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,4259994.0,0.0,8.0,5.0,24.0,0.0,15.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360383,105981,356,Illinois,Big Ten,Detroit,2022,97,3,33,Kerby Joseph,Safety,73.0,203.0,73.0,6.0,79.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,4360383.0,2.0,0.0,1.0,41.0,0.0,1.0,57.0,0.0,0.0,3.0,2.4,5.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361988,105983,259,Virginia Tech,ACC,Detroit,2022,177,5,34,James Mitchell,Tight End,76.0,249.0,197.0,11.0,55.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,4361988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,1.0,42.0,8.4,1.0,1.0,0.0,1.0,1.0
4241411,106070,197,Oklahoma State,Big 12,Detroit,2022,188,6,9,Malcolm Rodriguez,Inside Linebacker,71.0,232.0,162.0,14.0,59.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,4241411.0,4.0,10.0,3.0,76.0,0.0,16.0,129.0,0.0,0.0,3.0,11.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240608,106087,2296,Jackson State,SWAC,Detroit,2022,217,6,39,James Houston,Outside Linebacker,72.0,244.0,284.0,15.0,41.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047846,105612,9,Arizona State,Pac-12,Detroit,2022,237,7,16,Chase Lucas,Cornerback,71.0,180.0,239.0,30.0,47.0,Detroit,Lions,Detroit Lions,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/det.png,detroit_lions,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/detroit_lions.png,4047846.0,6.0,0.0,0.0,30.0,0.0,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426434,105534,99,LSU,SEC,Houston,2022,3,1,3,Derek Stingley Jr.,Cornerback,72.0,190.0,8.0,2.0,92.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4426434.0,0.0,0.0,0.0,6.0,0.0,3.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426327,105577,245,Texas A&M,SEC,Houston,2022,15,1,15,Kenyon Green,Offensive Guard,76.0,323.0,26.0,1.0,89.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241223,105659,239,Baylor,Big 12,Houston,2022,37,2,5,Jalen Pitre,Safety,71.0,198.0,49.0,4.0,85.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4241223.0,7.0,3.0,3.5,56.0,0.0,18.5,75.0,0.0,0.0,2.0,10.0,2.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567096,105560,333,Alabama,SEC,Houston,2022,44,2,12,John Metchie III,Wide Receiver,71.0,187.0,55.0,9.0,84.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4567096.0,,,,,,,,1.0,0.0,0.0,,,,,13.0,13.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,96.0,8.0,1142.0,11.9,1.0,8.0,0.0,8.0,8.0
4567099,105578,333,Alabama,SEC,Houston,2022,75,3,11,Christian Harris,Inside Linebacker,73.0,226.0,56.0,4.0,83.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4567099.0,3.0,4.0,5.5,45.0,0.0,13.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360238,105918,57,Florida,SEC,Houston,2022,107,4,2,Dameon Pierce,Running Back,70.0,218.0,96.0,6.0,72.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4360238.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,19.0,3.0,216.0,11.4,100.0,27.0,13.0,574.0,5.7
4360749,105733,24,Stanford,Pac-12,Houston,2022,150,5,7,Thomas Booker,Defensive Tackle,75.0,301.0,215.0,15.0,52.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4360749.0,1.0,6.0,1.5,28.0,0.0,5.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374045,105727,204,Oregon State,Pac-12,Houston,2022,170,5,27,Teagan Quitoriano,Tight End,78.0,256.0,313.0,20.0,37.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4374045.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,19.0,3.0,214.0,11.3,,,,,
4242229,105461,99,LSU,SEC,Houston,2022,205,6,27,Austin Deculus,Offensive Tackle,77.0,321.0,289.0,24.0,40.0,Houston,Texans,Houston Texans,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/hou.png,houston_texans,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/houston_texans.png,4242229.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427250,105558,2132,Cincinnati,American Athletic,New York,2022,4,1,4,Ahmad Gardner,Cornerback,75.0,190.0,5.0,1.0,93.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4427250.0,4.0,1.0,3.0,28.0,1.0,5.0,40.0,,,,2.3,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427250,105558,2132,Cincinnati,American Athletic,New York,2022,4,1,4,Ahmad Gardner,Cornerback,75.0,190.0,5.0,1.0,93.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4427250.0,4.0,1.0,3.0,28.0,1.0,5.0,40.0,,,,2.3,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426326,105533,2483,Oregon,Pac-12,New York,2022,5,1,5,Kayvon Thibodeaux,Defensive End,76.0,254.0,7.0,3.0,93.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4426326.0,1.0,8.0,7.0,35.0,0.0,12.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426326,105533,2483,Oregon,Pac-12,New York,2022,5,1,5,Kayvon Thibodeaux,Defensive End,76.0,254.0,7.0,3.0,93.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4426326.0,1.0,8.0,7.0,35.0,0.0,12.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567134,105535,333,Alabama,SEC,New York,2022,7,1,7,Evan Neal,Offensive Tackle,80.0,337.0,4.0,2.0,93.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567134,105535,333,Alabama,SEC,New York,2022,7,1,7,Evan Neal,Offensive Tackle,80.0,337.0,4.0,2.0,93.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569618,105540,194,Ohio State,Big Ten,New York,2022,10,1,10,Garrett Wilson,Wide Receiver,72.0,183.0,6.0,1.0,93.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4569618.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,23.0,13.0,0.0,68.0,,,,,,,77.0,70.0,12.0,1058.0,15.1,4.0,51.0,1.0,76.0,19.0
4569618,105540,194,Ohio State,Big Ten,New York,2022,10,1,10,Garrett Wilson,Wide Receiver,72.0,183.0,6.0,1.0,93.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4569618.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,23.0,13.0,0.0,68.0,,,,,,,77.0,70.0,12.0,1058.0,15.1,4.0,51.0,1.0,76.0,19.0
4567962,105660,52,Florida State,ACC,New York,2022,26,1,26,Jermaine Johnson II,Defensive End,77.0,254.0,14.0,4.0,92.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4567962.0,2.0,12.0,12.0,34.0,0.0,18.0,70.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567962,105660,52,Florida State,ACC,New York,2022,26,1,26,Jermaine Johnson II,Defensive End,77.0,254.0,14.0,4.0,92.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4567962.0,2.0,12.0,12.0,34.0,0.0,18.0,70.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427366,105568,66,Iowa State,Big 12,New York,2022,36,2,4,Breece Hall,Running Back,71.0,217.0,30.0,1.0,88.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4427366.0,,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,36.0,3.0,302.0,8.4,253.0,80.0,20.0,1472.0,5.8
4427366,105568,66,Iowa State,Big 12,New York,2022,36,2,4,Breece Hall,Running Back,71.0,217.0,30.0,1.0,88.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4427366.0,,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,36.0,3.0,302.0,8.4,253.0,80.0,20.0,1472.0,5.8
4569587,106066,96,Kentucky,SEC,New York,2022,43,2,11,Wan'Dale Robinson,Wide Receiver,68.0,178.0,80.0,14.0,77.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4569587.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.3,5.0,6.0,0.0,20.0,,,,,,,79.0,104.0,7.0,1334.0,12.8,7.0,64.0,0.0,111.0,15.9
4569587,106066,96,Kentucky,SEC,New York,2022,43,2,11,Wan'Dale Robinson,Wide Receiver,68.0,178.0,80.0,14.0,77.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4569587.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.3,5.0,6.0,0.0,20.0,,,,,,,79.0,104.0,7.0,1334.0,12.8,7.0,64.0,0.0,111.0,15.9
4373280,105623,153,North Carolina,ACC,New York,2022,67,3,3,Joshua Ezeudu,Offensive Guard,76.0,308.0,151.0,11.0,61.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373280,105623,153,North Carolina,ACC,New York,2022,67,3,3,Joshua Ezeudu,Offensive Guard,76.0,308.0,151.0,11.0,61.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429607,106088,99,LSU,SEC,New York,2022,81,3,17,Cordale Flott,Cornerback,73.0,175.0,85.0,10.0,76.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4429607.0,3.0,0.0,0.0,28.0,0.0,1.0,40.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429607,106088,99,LSU,SEC,New York,2022,81,3,17,Cordale Flott,Cornerback,73.0,175.0,85.0,10.0,76.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4429607.0,3.0,0.0,0.0,28.0,0.0,1.0,40.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361372,105610,194,Ohio State,Big Ten,New York,2022,101,3,37,Jeremy Ruckert,Tight End,78.0,252.0,78.0,3.0,77.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4361372.0,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,26.0,3.0,309.0,11.9,,,,,
4361372,105610,194,Ohio State,Big Ten,New York,2022,101,3,37,Jeremy Ruckert,Tight End,78.0,252.0,78.0,3.0,77.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4361372.0,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,26.0,3.0,309.0,11.9,,,,,
4373656,105885,309,Louisiana,Sun Belt,New York,2022,111,4,6,Max Mitchell,Offensive Tackle,78.0,307.0,142.0,15.0,63.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373656,105885,309,Louisiana,Sun Belt,New York,2022,111,4,6,Max Mitchell,Offensive Tackle,78.0,307.0,142.0,15.0,63.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361516,105950,21,San Diego State,Mountain West,New York,2022,112,4,7,Daniel Bellinger,Tight End,77.0,253.0,98.0,5.0,71.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4361516.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,31.0,2.0,357.0,11.5,1.0,2.0,0.0,2.0,2.0
4361516,105950,21,San Diego State,Mountain West,New York,2022,112,4,7,Daniel Bellinger,Tight End,77.0,253.0,98.0,5.0,71.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4361516.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,31.0,2.0,357.0,11.5,1.0,2.0,0.0,2.0,2.0
4426686,106078,2294,Iowa,Big Ten,New York,2022,114,4,9,Dane Belton,Safety,73.0,205.0,181.0,14.0,58.0,New York,Giants,New York Giants,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyg.png,new_york_giants,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_giants.png,4426686.0,7.0,3.0,0.0,30.0,0.0,3.0,46.0,,,,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426686,106078,2294,Iowa,Big Ten,New York,2022,114,4,9,Dane Belton,Safety,73.0,205.0,181.0,14.0,58.0,New York,Jets,New York Jets,https://a.espncdn.com/i/teamlogos/nfl/500/scoreboard/nyj.png,new_york_jets,/Users/wesjurden/Documents/GitHub/Personal/college-football-project/assets/nfl_teams/new_york_jets.png,4426686.0,7.0,3.0,0.0,30.0,0.0,3.0,46.0,,,,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
